Date,Close,High,Low,Open,Volume
2015-01-02,94.5611572265625,95.71859394542538,94.10185493890039,95.3144126979925,31314600
2015-01-05,93.17406463623047,94.25801834198245,92.90766846185787,94.14778326722234,36521300
2015-01-06,91.92476654052734,93.46802262439127,91.51139725365552,93.31186151676388,66205500
2015-01-07,93.10977935791016,93.33024253872499,92.31059069090895,92.53106088012193,37577400
2015-01-08,94.89189147949219,95.07560966098458,93.79874937693413,93.89979647927476,40212600
2015-01-09,94.26720428466797,95.21336587833613,93.71603593134185,95.18580886234918,41410100
2015-01-12,93.28427124023438,94.55194267529095,93.04543215534729,94.45089563970005,34129800
2015-01-13,93.25669860839844,95.18577310354353,92.503443418014,94.19367885033647,56162300
2015-01-14,92.74234008789062,93.22001851024656,91.92478237373366,92.31978271943633,51354200
2015-01-15,91.53893280029297,93.32102062779329,91.42869774573182,93.17404756344071,51005400
2015-01-16,92.61370849609375,92.73312456205078,91.27254672240595,91.41951980293796,35362200
2015-01-20,93.34858703613281,93.58741914786593,92.12684143163764,93.17404994737757,30964100
2015-01-21,93.82625579833984,94.26718900786439,92.74230229200408,93.0730004470486,40128800
2015-01-22,95.56241607666016,95.66346312288192,93.36695208765163,94.19369746201363,40887200
2015-01-23,95.77371215820312,96.06766533329287,95.27766486116485,95.55324202058844,34783000
2015-01-26,95.66346740722656,95.83800449640736,95.17660816729673,95.66346740722656,19960900
2015-01-27,93.18324279785156,94.21207535330792,92.87091362323363,94.15696132595023,45253200
2015-01-28,92.70556640625,94.78161458223036,92.68719739955827,94.6805675244351,43591700
2015-01-29,93.59662628173828,93.77116340616116,91.82371904482324,92.63208860562908,46539700
2015-01-30,92.87089538574219,94.23043286355443,92.74229134156472,93.51392261502431,42927600
2015-02-02,93.67929077148438,93.76196181314062,91.63079963578208,93.08219643984765,43624700
2015-02-03,94.57950592041016,94.64380794653607,93.40369343788184,94.01915668914351,30750400
2015-02-04,94.4968490600586,95.12150041111657,93.98242576551915,94.1937078878401,34073200
2015-02-05,95.31439971923828,95.37870175041924,94.49684231919647,94.73567443021388,23605500
2015-02-06,94.7356948852539,95.69104456078702,94.39581565065278,95.46139339864148,34169300
2015-02-09,94.43255615234375,94.88267044622803,94.20290500120322,94.36825411036027,22604700
2015-02-10,95.90229797363281,96.03090202522245,94.80915652672581,94.95613659048263,23686500
2015-02-11,96.25138854980469,96.4718516907278,95.82883127620335,96.01254939223979,20303600
2015-02-12,97.37207794189453,97.4088229632575,96.72905758903296,96.87603066608865,22520300
2015-02-13,98.20802307128906,98.22639207995378,97.46394856502272,97.64767369365511,29030200
2015-02-17,98.29984283447266,98.36414485168898,97.95995673867543,98.2079838110771,17675300
2015-02-18,98.43766021728516,98.49277424383317,98.05184100626094,98.18044507380367,15149600
