Date,Close,High,Low,Open,Volume
2015-01-02,11.677470207214355,11.810780053154632,11.59905315353289,11.7659699419016,2624000
2015-01-05,11.476944923400879,11.633779875902702,11.447819079338137,11.628179146512974,4528800
2015-01-06,11.329071044921875,11.516153165446545,11.266337411988081,11.501589390171452,3889600
2015-01-07,11.42989444732666,11.4590211454424,11.346996303885252,11.411970917112008,3080800
2015-01-08,11.687553405761719,11.716679252886406,11.518395634264825,11.51951612213326,5625600
2015-01-09,11.657307624816895,11.75700969011042,11.567688242194068,11.743567252792056,3383200
2015-01-12,11.509429931640625,11.692030937841135,11.470221415017729,11.692030937841135,3072800
2015-01-13,11.50719165802002,11.761487667798129,11.408609252196646,11.606893696868333,3674400
2015-01-14,11.437736511230469,11.495989909291291,11.325711666155378,11.409730299961696,3972000
2015-01-15,11.262980461120605,11.499353003700044,11.250657657123996,11.4836695903738,3420800
2015-01-16,11.373881340026855,11.3873246278877,11.217046400376976,11.230489688237823,3829600
2015-01-20,11.45902156829834,11.4881482674889,11.314509414795088,11.446698766897786,6254400
2015-01-21,11.480305671691895,11.540798331551342,11.366039859331428,11.41869166946991,2766400
2015-01-22,11.697632789611816,11.706594981323985,11.42093131694055,11.535197124566581,4641600
2015-01-23,11.730118751525879,11.776049337784634,11.6606630557254,11.692030723129244,3945600
2015-01-26,11.695393562316895,11.730120989501966,11.643862238058441,11.730120989501966,3327200
2015-01-27,11.357080459594727,11.50495324660305,11.301068027323666,11.50495324660305,4848000
2015-01-28,11.341398239135742,11.587853479844798,11.338037629595314,11.566568479846122,3857600
2015-01-29,11.452301025390625,11.471345045155834,11.242814243927928,11.332434467630486,5528000
2015-01-30,11.293225288391113,11.484787686680706,11.279782852871584,11.410851727277862,3404800
2015-02-02,11.391807556152344,11.400768894819295,11.13751066164279,11.314510134212519,29252800
2015-02-03,11.532957077026367,11.537438173242917,11.406369313965246,11.427654307323431,3702400
2015-02-04,11.550881385803223,11.628178799336533,11.52175468792837,11.53407748877228,3239200
2015-02-05,11.66850757598877,11.672987817404113,11.57552675500912,11.612495156798381,2684000
2015-02-06,11.6214599609375,11.73796593016849,11.586732524178569,11.70547861478545,2925600
2015-02-09,11.59456729888916,11.651700188658255,11.575523287193272,11.59008620413458,2535200
2015-02-10,11.769330978393555,11.783894756522088,11.631540885534058,11.68419270406869,2587200
2015-02-11,11.818619728088379,11.846625935974846,11.762607312315449,11.782771816180968,2228800
2015-02-12,12.005701065063477,12.01130264854768,11.907119520385663,11.912720249188224,2700000
2015-02-13,12.103163719177246,12.103163719177246,12.018024602148603,12.052752028772183,2482400
2015-02-17,12.108766555786133,12.118849237494658,12.070678514109545,12.105405946777239,2540000
2015-02-18,12.131170272827148,12.134530881346407,12.076278339421897,12.098682966004773,2045600
2015-02-19,12.179342269897461,12.189424096515383,12.096444117205703,12.111007040547747,1850400
2015-02-20,12.256638526916504,12.261118768532684,12.119968081216358,12.18830330406643,2027200
2015-02-23,12.256638526916504,12.256638526916504,12.189422937129612,12.252157430618595,2875200
2015-02-24,12.286885261535645,12.30704976819668,12.19054382467533,12.257758561984867,2441600
2015-02-25,12.224153518676758,12.2712037566306,12.191666205418565,12.26448253826059,2842400
2015-02-26,12.29920768737793,12.30704939224647,12.2252708803188,12.249916482671843,2742400
2015-02-27,12.234234809875488,12.307051139525202,12.224152982762467,12.298088945636838,6551200
2015-03-02,12.349617958068848,12.35521954186704,12.235352998848246,12.247675799458918,4373600
2015-03-03,12.254399299621582,12.328336117062191,12.203988454771602,12.328336117062191,3115200
2015-03-04,12.212950706481934,12.236476680830359,12.14013522618736,12.224153877002866,11241600
2015-03-05,12.20846939086914,12.244317311212413,12.164778909977747,12.211829999857285,2738400
2015-03-06,12.070676803588867,12.227511754339824,12.047151689178483,12.219670049536361,2740800
2015-03-09,12.121089935302734,12.170381148929932,12.069558600456975,12.114368716965165,2624000
2015-03-10,11.881356239318848,12.0460329183444,11.877995630307199,12.040432188218933,3148800
2015-03-11,11.816380500793457,11.917202173061181,11.805177333046643,11.888076330028227,2815200
2015-03-12,11.886956214904785,11.89255779895377,11.776051859125056,11.78837466028744,2910400
2015-03-13,11.826459884643555,11.899276186556841,11.754764070209971,11.86342827934005,2265600
2015-03-16,11.968731880187988,11.970972855307325,11.852226814430093,11.861188150862679,2652000
2015-03-17,11.981058120727539,12.003463604948701,11.916084353190751,11.951932273262777,2145600
2015-03-18,12.125570297241211,12.171500898914823,11.918324482473388,11.95753301153511,1919200
2015-03-19,12.115487098693848,12.155816111072017,12.09868320108932,12.122208315862963,2185600
2015-03-20,12.184940338134766,12.242073240535069,12.165896322228539,12.167016809835266,2705600
