Date,Close,High,Low,Open,Volume,Shares,Cash,Position_value,Total_value,Portfolio_return,Portfolio_return_1d%
2015-05-20,12.396668434143066,12.460522554787,12.351858329991858,12.411231354752507,1648000,8563.0,5.822615623474121,106152.67180156708,106158.49441719055,6.158494417190541,-0.02710894727429025
2015-05-21,12.439237594604492,12.45604149053908,12.361940186114383,12.37874408204897,1892800,8563.0,5.822615623474121,106517.19152259827,106523.01413822174,6.523014138221739,0.34337310738288274
2015-05-22,12.443717002868652,12.473963327703547,12.42579262172091,12.42579262172091,1516800,8563.0,5.822615623474121,106555.54869556427,106561.37131118774,6.561371311187747,0.03600834362069705
2015-05-26,12.271202087402344,12.422435462928783,12.221910880242229,12.401150468076596,2333600,8563.0,5.822615623474121,105078.30347442627,105084.12609004974,5.084126090049734,-1.3862858585256488
2015-05-27,12.480687141418455,12.4963705497728,12.292485386484689,12.304807331893112,2331200,8563.0,5.822615623474121,106872.12399196623,106877.9466075897,6.877946607589713,1.7070328167384519
2015-05-28,12.473966598510742,12.48516891232468,12.43475807282108,12.46612489337281,1590400,8563.0,5.822615623474121,106814.57598304749,106820.39859867096,6.8203985986709625,-0.05384460568843563
2015-05-29,12.387707710266112,12.473966465866114,12.351859793633654,12.4627641521713,1908000,8563.0,5.822615623474121,106075.94112300871,106081.76373863219,6.081763738632184,-0.6914736040387393
2015-06-01,12.424674987792969,12.463883509509603,12.337294897662314,12.432516692136296,6289600,8563.0,5.822615623474121,106392.49192047119,106398.31453609467,6.398314536094674,0.29840265311049663
2015-06-02,12.395547866821287,12.45492089120028,12.31264973021751,12.4078706667507,1840800,8563.0,5.822615623474121,106143.07638359068,106148.89899921416,6.1488989992141585,-0.23441681192787334
2015-06-03,12.441476821899414,12.495249114092852,12.411230495134198,12.459401204191089,1481600,8563.0,5.822615623474121,106536.36602592468,106542.18864154816,6.542188641548163,0.3705075097735211
2015-06-04,12.324974060058594,12.432518672010197,12.29248760452112,12.40451245851238,1685600,8563.0,5.822615623474121,105538.75287628174,105544.57549190521,5.544575491905213,-0.9363550367820217
2015-06-05,12.320490837097168,12.341774973022217,12.240952457887555,12.308168037765064,1622400,8563.0,5.822615623474121,105500.36303806305,105506.18565368652,5.506185653686524,-0.036373104008202706
2015-06-08,12.165898323059082,12.333935595075594,12.140133086638338,12.333935595075594,1660000,8563.0,5.822615623474121,104176.58734035492,104182.4099559784,4.182409955978383,-1.2546901297837532
2015-06-09,12.144614219665527,12.18046213694965,12.042671197421502,12.156936166676594,2004000,8563.0,5.822615623474121,103994.33156299591,104000.15417861938,4.000154178619386,-0.17493910674174495
2015-06-10,12.328336715698242,12.358583053140553,12.183824537514107,12.191666243864477,2019200,8563.0,5.822615623474121,105567.54729652405,105573.36991214752,5.573369912147519,1.5127051935193814
2015-06-11,12.330574035644531,12.39890925603685,12.31713074723431,12.355219637055754,1453600,8563.0,5.822615623474121,105586.70546722412,105592.5280828476,5.592528082847603,0.01814678333751374
2015-06-12,12.242074966430664,12.28912519636685,12.224151435604291,12.258878864174084,1480800,8563.0,5.822615623474121,104828.88793754578,104834.71055316925,4.834710553169241,-0.7176810172437209
2015-06-15,12.174859046936035,12.186061359449049,12.063954700098378,12.152454421910008,2032800,8563.0,5.822615623474121,104253.31801891327,104259.14063453674,4.25914063453674,-0.5490260960281823
2015-06-16,12.251035690307615,12.273440314824745,12.160295849927122,12.192782299072464,2648800,8563.0,5.822615623474121,104905.61861610411,104911.44123172759,4.911441231727576,0.6256531496623197
2015-06-17,12.268960952758787,12.309289966333976,12.206227311500392,12.265600344074484,3784800,8563.0,5.822615623474121,105059.1126384735,105064.93525409697,5.064935254096969,0.14630818199357076
2015-06-18,12.372024536132812,12.392189043040784,12.26560041729783,12.26560041729783,2449600,8563.0,5.822615623474121,105941.64610290527,105947.46871852875,5.947468718528737,0.8399885863893619
2015-06-19,12.282404899597168,12.385467559947212,12.280164778581648,12.375385733354664,1612800,8563.0,5.822615623474121,105174.23315525055,105180.05577087402,5.180055770874015,-0.7243334427304848
2015-06-22,12.364179611206056,12.401147152009248,12.338413526712635,12.373140947190183,1528000,8563.0,5.822615623474121,105874.47001075746,105880.29262638093,5.880292626380945,0.6657506029777327
2015-06-23,12.370903968811035,12.400030668531256,12.329454467466173,12.400030668531256,1610400,8563.0,5.822615623474121,105932.0506849289,105937.87330055237,5.9378733005523765,0.054382806037955866
2015-06-24,12.302570343017578,12.400032280899447,12.299209733897836,12.342899361818224,1746400,8563.0,5.822615623474121,105346.90984725952,105352.732462883,5.352732462882992,-0.5523433871560623
2015-06-25,12.272319793701172,12.36081865241611,12.253274924090128,12.349616340968284,2116800,8563.0,5.822615623474121,105087.87439346313,105093.69700908661,5.093697009086617,-0.24587445217678638
2015-06-26,12.153572082519531,12.26111580361852,12.109882472531863,12.233109599540196,1914400,8563.0,5.822615623474121,104071.03774261475,104076.86035823822,4.076860358238221,-0.9675524601256202
2015-06-29,11.876873016357422,12.07851806777878,11.8667911911272,12.038189057494508,2638400,8563.0,5.822615623474121,101701.6636390686,101707.48625469208,1.707486254692081,-2.276561855719539
2015-06-30,11.900403022766112,11.970978387371147,11.857833022642014,11.970978387371147,2086400,8563.0,5.822615623474121,101903.15108394621,101908.97369956969,1.9089736995696827,0.1981048320996326
2015-07-01,11.964252471923828,12.072915841689277,11.914961272047211,12.019144400625375,2590400,8563.0,5.822615623474121,102449.89391708374,102455.71653270721,2.4557165327072195,0.5365011669623332
2015-07-02,11.97433376312256,12.01130216138296,11.922802444948188,11.98889668303653,1870400,8563.0,5.822615623474121,102536.22001361848,102542.04262924196,2.5420426292419585,0.0842569838523266
2015-07-06,11.925045013427734,11.978817317815988,11.846627959821722,11.885836486624727,4091200,8563.0,5.822615623474121,102114.16044998169,102119.98306560516,2.119983065605169,-0.4115966025397211
2015-07-07,11.927286148071287,11.939608950185342,11.698755347067683,11.929526269054849,2589600,8563.0,5.822615623474121,102133.35128593443,102139.17390155791,2.1391739015579114,0.018792439419446083
2015-07-08,11.72563934326172,11.851107466884748,11.716677151285433,11.823101257970098,2355200,8563.0,5.822615623474121,100406.64969635011,100412.47231197359,0.41247231197358847,-1.6905380410150217
2015-07-09,11.699874877929688,11.899278961746374,11.693152806165246,11.842146052498109,2257600,8563.0,5.822615623474121,100186.02857971191,100191.85119533539,0.19185119533537964,-0.21971485370139154
2015-07-10,11.873513221740724,11.911602113922733,11.80853946043547,11.816381165490332,2271200,8563.0,5.822615623474121,101672.89371776582,101678.7163333893,1.6787163333892963,1.4840180317210683
2015-07-13,12.048270225524902,12.063953632591671,11.967612215077756,11.968731847952824,2215200,8563.0,5.822615623474121,103169.33794116974,103175.16055679321,3.1751605567932106,1.4717379185800405
2015-07-14,12.106524467468262,12.139011773745068,12.056113631162496,12.056113631162496,1871200,8563.0,5.822615623474121,103668.16901493073,103673.9916305542,3.6739916305541964,0.4834798134250473
2015-07-15,12.109883308410645,12.153572921413966,12.076276374005865,12.121085619878905,1643200,8563.0,5.822615623474121,103696.93076992035,103702.75338554382,3.702753385543822,0.027742497937310873
2015-07-16,12.24879550933838,12.249915997041386,12.17485955989206,12.182701264449728,1649600,8563.0,5.822615623474121,104886.43594646455,104892.25856208803,4.8922585620880366,1.1470333599744365
2015-07-17,12.417951583862305,12.423553166941431,12.324970774710916,12.347376252345844,1808800,8563.0,5.822615623474121,106334.91941261292,106340.74202823639,6.340742028236379,1.3809250425196762
2015-07-20,12.472846031188965,12.516536507743709,12.422435192006825,12.468365789437366,3020000,8563.0,5.822615623474121,106804.9805650711,106810.80318069458,6.81080318069458,0.4420329814262214
2015-07-21,12.413474082946776,12.486290410653192,12.402271768226212,12.462765293335458,2304000,8563.0,5.822615623474121,106296.57857227324,106302.40118789671,6.302401187896711,-0.4759836811055407
2015-07-22,12.238712310791016,12.290243628485186,12.130048092197866,12.290243628485186,2449600,8563.0,5.822615623474121,104800.09351730347,104805.91613292694,4.805916132926935,-1.4077622313767302
2015-07-23,12.217430114746094,12.335056551499212,12.187183780693982,12.27232290772784,1948800,8563.0,5.822615623474121,104617.8540725708,104623.67668819427,4.623676688194278,-0.17388278396567314
2015-07-24,12.13341236114502,12.286886727638182,12.117728949057469,12.286886727638182,1952800,8563.0,5.822615623474121,103898.4100484848,103904.23266410828,3.904232664108287,-0.6876493417738772
2015-07-27,12.010181427001951,12.09307955847627,11.991137411810024,12.071795422836534,2407200,8563.0,5.822615623474121,102843.18355941771,102849.00617504118,2.84900617504118,-1.0155760376753142
2015-07-28,12.131170272827148,12.154695387143684,11.978816418954771,12.076278339421895,1585600,8563.0,5.822615623474121,103879.21104621887,103885.03366184235,3.885033661842341,1.0073286318760477
2015-07-29,12.195022583007812,12.21070599021705,12.067314350200254,12.130047979037204,1739200,8563.0,5.822615623474121,104425.9783782959,104431.80099391937,4.431800993919377,0.5263196370102863
2015-07-30,12.224153518676758,12.243197540513044,12.088603535229607,12.16477962257475,1436000,8563.0,5.822615623474121,104675.42658042908,104681.24919605255,4.68124919605255,0.23886230033292044
2015-07-31,12.170377731323242,12.253275868041252,12.151333714926691,12.253275868041252,3980000,8563.0,5.822615623474121,104214.94451332092,104220.7671289444,4.2207671289443915,-0.43988973254009966
2015-08-03,12.09756088256836,12.179339382704308,12.015783237114016,12.161415000056907,2959200,8563.0,5.822615623474121,103591.41383743286,103597.23645305634,3.5972364530563405,-0.5982787241592735
2015-08-04,12.02250862121582,12.08860373678988,11.979939479692831,12.080761175651586,2422400,8563.0,5.822615623474121,102948.74132347107,102954.56393909454,2.9545639390945455,-0.6203568125613179
2015-08-05,12.140130996704102,12.235351930184738,12.068435174694097,12.091960286164728,2360800,8563.0,5.822615623474121,103955.94172477722,103961.7643404007,3.9617643404006975,0.9782960198850388
2015-08-06,12.013545989990234,12.198387183663897,11.9776980682527,12.159178652807514,2198400,8563.0,5.822615623474121,102871.99431228638,102877.81692790985,2.8778169279098487,-1.0426404547557389
2015-08-07,12.023626327514648,12.037068761368882,11.940727330232246,12.007942918230238,1399200,8563.0,5.822615623474121,102958.31224250793,102964.13485813141,2.9641348581314064,0.0839033455405147
2015-08-10,12.207348823547363,12.230873940993138,12.1244506685458,12.1244506685458,2100800,8563.0,5.822615623474121,104531.52797603607,104537.35059165955,4.537350591659539,1.5279259478999885
