Date,Close,High,Low,Open,Volume,Trade,Shares,Cash,Position_value,Total_value,Portfolio_return,Portfolio_return_1d%
2018-01-09,20.00772285461425,20.10666619163501,19.959996304650204,20.09502673938661,4617600,0,7997.0,0.7344036102294922,160001.75966835016,160002.4940719604,60.002494071960385,-0.25532701933939084
2018-01-10,19.94254302978516,19.95185388427393,19.841269281142143,19.905292507019293,3386400,0,7997.0,0.7344036102294922,159480.51660919192,159481.25101280215,59.48125101280215,-0.3257718338589233
2018-01-11,20.07291030883789,20.07291030883789,19.9541765232553,19.9914270348899,3699200,0,7997.0,0.7344036102294922,160523.0637397766,160523.79814338684,60.52379814338684,0.6537114074312012
2018-01-12,20.18815040588379,20.20910426283373,20.021691843713672,20.047301126540177,3981600,0,7997.0,0.7344036102294922,161444.63879585266,161445.3731994629,61.445373199462885,0.5741049406598586
2018-01-16,20.09736061096192,20.38371823495128,20.040323189680635,20.319695008429,5488000,0,7997.0,0.7344036102294922,160718.59280586248,160719.3272094727,60.71932720947271,-0.449716195392702
2018-01-17,20.4046630859375,20.41746772670104,20.15090064779012,20.21608726396735,3756800,0,7997.0,0.7344036102294922,163176.0906982422,163176.82510185242,63.17682510185241,1.5290618340983553
2018-01-18,20.44540786743164,20.495463023655013,20.362759399519582,20.4081591295884,4218400,0,7997.0,0.7344036102294922,163501.92671585083,163502.66111946106,63.50266111946106,0.19968277811830415
2018-01-19,20.48847770690918,20.51874419434084,20.393026370753688,20.47683825314512,3587200,0,7997.0,0.7344036102294922,163846.3562221527,163847.09062576294,63.847090625762945,0.2106568198606995
2018-01-22,20.646785736083984,20.646785736083984,20.42678002196295,20.47916199652472,3824000,0,7997.0,0.7344036102294922,165112.34553146362,165113.07993507385,65.11307993507384,0.7726651138423302
2018-01-23,20.772510528564453,20.79113578949253,20.68404320346005,20.68753521785873,4268000,0,7997.0,0.7344036102294922,166117.76669692993,166118.50110054016,66.11850110054016,0.6089288418952954
2018-01-24,20.58742332458496,20.840022390306306,20.500119426359515,20.806265664521504,5635200,0,7997.0,0.7344036102294922,164637.62432670593,164638.35873031616,64.63835873031616,-0.8910159677687934
2018-01-25,20.533876419067383,20.735258692457577,20.481494434691665,20.70848421778804,5583200,0,7997.0,0.7344036102294922,164209.40972328186,164210.1441268921,64.2101441268921,-0.2600940672188745
2018-01-26,20.858646392822266,20.858646392822266,20.633983451285072,20.66657676256473,3272000,0,7997.0,0.7344036102294922,166806.59520339966,166807.3296070099,66.80732960700988,1.5816230440129475
2018-01-29,20.686368942260746,20.82488963871097,20.64446299907341,20.82372622613997,4627200,0,7997.0,0.7344036102294922,165428.89243125918,165429.6268348694,65.42962683486941,-0.825924601386685
2018-01-30,20.47916603088379,20.59906502126785,20.420963430748905,20.497791289215527,6538400,0,7997.0,0.7344036102294922,163771.89074897766,163772.6251525879,63.77262515258788,-1.0016353865898053
2018-01-31,20.62350845336914,20.66075896883097,20.4931352016574,20.59789916803972,6596800,0,7997.0,0.7344036102294922,164926.19710159302,164926.93150520325,64.92693150520326,0.704822525461668
2018-02-01,20.608375549316406,20.753882047359543,20.51990823793903,20.53154946826343,3925600,0,7997.0,0.7344036102294922,164805.1792678833,164805.91367149353,64.80591367149353,-0.07337663570482489
2018-02-02,20.028676986694336,20.39768123099927,20.01936435822012,20.387205190041623,6180800,0,7997.0,0.7344036102294922,160169.3298625946,160170.06426620483,60.17006426620484,-2.8129144774072246
2018-02-05,19.245267868041992,20.18814872335551,19.22431401283839,19.81681770572313,13896800,0,7997.0,0.7344036102294922,153904.4071407318,153905.14154434204,53.90514154434205,-3.9114192471387255
2018-02-06,19.73184394836425,19.7725864770608,18.81224361912129,18.950766085246755,13516000,0,7997.0,0.7344036102294922,157795.5560550689,157796.29045867914,57.79629045867913,2.5282774021009535
2018-02-07,19.51067352294922,19.89597440888868,19.504852908341228,19.70157795915677,10808000,0,7997.0,0.7344036102294922,156026.8561630249,156027.59056663513,56.02759056663513,-1.120875457149717
2018-02-08,18.70747375488281,19.602627929385022,18.694669116433406,19.585167866136626,7523200,0,7997.0,0.7344036102294922,149603.66761779782,149604.40202140805,49.604402021408056,-4.116700464257894
2018-02-09,19.15913200378418,19.275537207199164,18.387366712960475,18.985689387465413,10192800,0,7997.0,0.7344036102294922,153215.57863426208,153216.3130378723,53.21631303787231,2.414307980020136
2018-02-12,19.50136375427246,19.6142769446554,19.21849996011069,19.34770980806424,6020800,0,7997.0,0.7344036102294922,155952.40594291687,155953.1403465271,55.9531403465271,1.7862505985105415
2018-02-13,19.56189346313477,19.601470803324545,19.3407225259168,19.381465054831303,4084800,0,7997.0,0.7344036102294922,156436.46202468875,156437.19642829898,56.43719642829899,0.3103855944781353
2018-02-14,19.961162567138672,19.98910045368764,19.38612061313928,19.45247242761721,4979200,0,7997.0,0.7344036102294922,159629.41704940796,159630.1514530182,59.6301514530182,2.0410459261730907
2018-02-15,20.3464584350586,20.3464584350586,19.91808827146157,20.149735194097005,5687200,0,7997.0,0.7344036102294922,162710.62810516363,162711.36250877386,62.711362508773874,1.9302187135132431
2018-02-16,20.29524612426757,20.501282037156464,20.207942229456336,20.28826032067276,7195200,0,7997.0,0.7344036102294922,162301.08325576776,162301.817659378,62.30181765937799,-0.251700215081041
2018-02-20,20.345293045043945,20.500112115831453,20.17068531085977,20.183489949081345,12955200,0,7997.0,0.7344036102294922,162701.30848121643,162702.04288482666,62.70204288482666,0.24659318744575387
2018-02-21,20.24402618408203,20.604881192474696,20.239368982000894,20.42911000225841,4133600,0,7997.0,0.7344036102294922,161891.477394104,161892.21179771423,61.892211797714225,-0.49773873317969786
2018-02-22,20.25100517272949,20.42910491967669,20.195131195071987,20.31386317556897,3287200,0,7997.0,0.7344036102294922,161947.28836631772,161948.02276992795,61.948022769927945,0.03447415511466101
2018-02-23,20.6630859375,20.6630859375,20.368580930367187,20.409323459911427,3156000,0,7997.0,0.7344036102294922,165242.6982421875,165243.43264579773,65.24343264579772,2.034856504887017
2018-02-26,20.971553802490234,20.97620922730609,20.753874948061707,20.7573687369258,7978400,0,7997.0,0.7344036102294922,167709.5157585144,167710.25016212463,67.71025016212464,1.492838460705781
2018-02-27,20.77948951721192,21.07865170362225,20.77948951721192,20.99134781242577,10240800,0,7997.0,0.7344036102294922,166173.57766914373,166174.31207275396,66.17431207275398,-0.9158283932472089
2018-02-28,20.643291473388672,20.989014954506143,20.643291473388672,20.884251016798604,3654400,0,7997.0,0.7344036102294922,165084.4019126892,165085.13631629944,65.08513631629944,-0.6554417123012746
2018-03-01,20.31852531433105,20.7690128100637,20.143917537541387,20.701497589894103,10119200,0,7997.0,0.7344036102294922,162487.24693870542,162487.98134231564,62.487981342315635,-1.5732215703585184
2018-03-02,20.54551124572754,20.57810454923368,20.01586739945001,20.08687461984592,5247200,0,7997.0,0.7344036102294922,164302.45343208313,164303.18783569336,64.30318783569335,1.1171327739949
2018-03-05,20.75620460510254,20.821391213053168,20.396513072959483,20.436090402614955,3785600,0,7997.0,0.7344036102294922,165987.368227005,165988.10263061523,65.98810263061523,1.0254912379465297
2018-03-06,20.826047897338867,20.90753115525448,20.71662676119427,20.86213321325851,52516000,0,7997.0,0.7344036102294922,166545.90503501892,166546.63943862915,66.54663943862916,0.3364920733246013
2018-03-07,20.957582473754883,20.97969973649916,20.61535282395947,20.671226798754407,5213600,0,7997.0,0.7344036102294922,167597.7870426178,167598.52144622803,67.59852144622802,0.6315840482548296
2018-03-08,21.03907585144043,21.07748977942349,20.9180134524267,21.025106020045097,4468000,0,7997.0,0.7344036102294922,168249.48958396912,168250.22398757935,68.25022398757935,0.3888474288004984
2018-03-09,21.454639434814453,21.454639434814453,21.176431112783344,21.19621978115518,5372000,0,7997.0,0.7344036102294922,171572.75156021118,171573.4859638214,71.5734859638214,1.975190224107748
2018-03-12,21.53030204772949,21.60945671451356,21.452309017066,21.52331624518794,6228800,0,7997.0,0.7344036102294922,172177.82547569272,172178.55987930295,72.17855987930295,0.35266166685516964
2018-03-13,21.26955986022949,21.69327474854,21.197389199273,21.629251528561245,6681600,0,7997.0,0.7344036102294922,170092.67020225522,170093.40460586545,70.09340460586544,-1.2110423474904097
2018-03-14,21.27421188354492,21.3964376882772,21.16595590942924,21.37082840438273,3964000,0,7997.0,0.7344036102294922,170129.8724327087,170130.60683631894,70.13060683631893,0.02187164783942208
2018-03-15,21.27887535095215,21.39877258984927,21.17876678703581,21.287022793025287,3104800,0,7997.0,0.7344036102294922,170167.16618156433,170167.90058517456,70.16790058517456,0.02192065822201883
2018-03-16,21.25414276123047,21.380119315433618,21.223813556059064,21.31479761180741,2503200,0,7997.0,0.7344036102294922,169969.37966156006,169970.1140651703,69.97011406517029,-0.11623021693523139
2018-03-19,20.8365478515625,21.071006484369125,20.648747068706097,21.071006484369125,5984800,0,7997.0,0.7344036102294922,166629.8731689453,166630.60757255554,66.63060757255555,-1.9647609881195405
2018-03-20,20.85753631591797,20.92519142144728,20.73622487902967,20.77938346467264,3238400,0,7997.0,0.7344036102294922,166797.717918396,166798.45232200623,66.79845232200623,0.10072864277206328
2018-03-21,20.76655006408692,21.025505109911624,20.701228391245024,20.819040566914715,3920800,0,7997.0,0.7344036102294922,166070.1008625031,166070.83526611334,66.07083526611335,-0.4362253041102604
2018-03-22,20.20898628234864,20.63007980508378,20.198488534828325,20.49710299684545,5284000,0,7997.0,0.7344036102294922,161611.26329994207,161611.9977035523,61.611997703552305,-2.68490102757426
2018-03-23,19.670080184936523,20.252144498463743,19.66658093582821,20.176325061273715,6452800,0,7997.0,0.7344036102294922,157301.63123893738,157302.3656425476,57.302365642547606,-2.666653541966557
2018-03-26,20.41661262512207,20.43527647023817,19.78905462718052,20.059675041717263,4456800,0,7997.0,0.7344036102294922,163271.6511631012,163272.38556671143,63.27238556671142,3.7952512028522456
2018-03-27,19.723737716674805,20.55892629873423,19.57559808244909,20.55542704941442,7929600,0,7997.0,0.7344036102294922,157730.7305202484,157731.46492385864,57.73146492385863,-3.3936667389408703
2018-03-28,19.52894592285156,19.829893938564005,19.415798738576147,19.668921288794166,6789600,0,7997.0,0.7344036102294922,156172.98054504392,156173.71494865415,56.17371494865415,-0.9875962135750593
2018-03-29,19.946531295776367,20.1471632149432,19.535935533309065,19.671245763422984,4537600,0,7997.0,0.7344036102294922,159512.4107723236,159513.14517593384,59.51314517593384,2.138279305437285
2018-04-02,19.46595001220703,19.95469866806137,19.23965573222728,19.861381200662763,7639200,0,7997.0,0.7344036102294922,155669.20224761963,155669.93665122986,55.669936651229854,-2.40933655998391
2018-04-03,19.642087936401367,19.693412639042016,19.33880657346092,19.62225826126891,5156000,0,7997.0,0.7344036102294922,157077.77722740173,157078.51163101196,57.07851163101196,0.9048471465225472
2018-04-04,19.902204513549805,19.9616953056601,19.20232624313208,19.25715018337206,4648800,0,7997.0,0.7344036102294922,159157.9294948578,159158.66389846802,59.15866389846802,1.324275514108808
2018-04-05,19.98619079589844,20.130832951285587,19.852048167670933,20.079508258087483,3403200,0,7997.0,0.7344036102294922,159829.56779479983,159830.30219841006,59.83030219841006,0.42199292422466783
2018-04-06,19.503273010253903,19.962859999957026,19.40645630806772,19.780891944718352,3950400,0,7997.0,0.7344036102294922,155967.67426300046,155968.4086666107,55.96840866661068,-2.416246155253654
2018-04-09,19.636249542236328,20.02468216878484,19.619919121595355,19.647914891215176,3306400,0,7997.0,0.7344036102294922,157031.08758926392,157031.82199287415,57.03182199287416,0.6818132821605927
2018-04-10,20.11916732788086,20.20081943873166,19.85904639621241,19.951196254197768,4978400,-1,0.0,160893.71552467346,0.0,160893.71552467346,60.89371552467347,2.4593063258060877
2018-04-11,20.036352157592773,20.21948607576908,19.93603618474448,19.99785863290744,3116000,0,0.0,160893.71552467346,0.0,160893.71552467346,60.89371552467347,0.0
2018-04-12,20.28597640991211,20.37696046202748,20.133169906484586,20.164663153836383,2426400,0,0.0,160893.71552467346,0.0,160893.71552467346,60.89371552467347,0.0
2018-04-13,20.20548439025879,20.432944456192853,20.11333276105835,20.40961553812722,3796000,0,0.0,160893.71552467346,0.0,160893.71552467346,60.89371552467347,0.0
2018-04-16,20.345457077026367,20.430608418024963,20.20898105491668,20.3372927576944,2748000,0,0.0,160893.71552467346,0.0,160893.71552467346,60.89371552467347,0.0
2018-04-17,20.76772117614746,20.82954539642095,20.49126981893201,20.528597515709777,3832800,0,0.0,160893.71552467346,0.0,160893.71552467346,60.89371552467347,0.0
2018-04-18,20.73273086547852,20.802717634472653,20.58692287188731,20.75489218540288,3199200,0,0.0,160893.71552467346,0.0,160893.71552467346,60.89371552467347,0.0
2018-04-19,20.488937377929688,20.61141644153147,20.41428376066769,20.607917192275647,3040800,0,0.0,160893.71552467346,0.0,160893.71552467346,60.89371552467347,0.0
2018-04-20,20.201988220214844,20.445778743935424,20.126167000093847,20.436446819310564,6593600,0,0.0,160893.71552467346,0.0,160893.71552467346,60.89371552467347,0.0
2018-04-23,20.118003845214844,20.340798886362432,20.02585219662668,20.28714076162825,2988000,0,0.0,160893.71552467346,0.0,160893.71552467346,60.89371552467347,0.0
2018-04-24,19.737735748291016,20.26964298340254,19.588426736794045,20.20782054124421,5121600,0,0.0,160893.71552467346,0.0,160893.71552467346,60.89371552467347,0.0
2018-04-25,19.706241607666016,19.79022715169317,19.45661840177494,19.78206104996816,4559200,0,0.0,160893.71552467346,0.0,160893.71552467346,60.89371552467347,0.0
2018-04-26,20.106340408325195,20.183327463363923,19.90804187434175,19.97103193023995,2740000,0,0.0,160893.71552467346,0.0,160893.71552467346,60.89371552467347,0.0
2018-04-27,20.021190643310547,20.31280668145005,19.917375404928205,20.29880968118193,3090400,0,0.0,160893.71552467346,0.0,160893.71552467346,60.89371552467347,0.0
2018-04-30,19.941864013671875,20.215981912703928,19.88237322639809,20.070173951554217,4079200,0,0.0,160893.71552467346,0.0,160893.71552467346,60.89371552467347,0.0
2018-05-01,20.18215751647949,20.19848793876781,19.850880438815352,19.89637423649267,2947200,0,0.0,160893.71552467346,0.0,160893.71552467346,60.89371552467347,0.0
2018-05-02,20.1879940032959,20.407288032589747,20.162331652014245,20.30113937773226,3120800,0,0.0,160893.71552467346,0.0,160893.71552467346,60.89371552467347,0.0
2018-05-03,20.250974655151367,20.32096318318842,19.91853181679865,20.114498627373088,3070400,0,0.0,160893.71552467346,0.0,160893.71552467346,60.89371552467347,0.0
2018-05-04,20.63241195678711,20.67207129822486,20.155326916979245,20.16582644373364,4048800,0,0.0,160893.71552467346,0.0,160893.71552467346,60.89371552467347,0.0
2018-05-07,20.810884475708008,20.89603584862288,20.69190465034398,20.721066250098108,5992000,0,0.0,160893.71552467346,0.0,160893.71552467346,60.89371552467347,0.0
2018-05-08,20.890193939208984,20.897192435275382,20.69539475253878,20.77821444238255,5102400,0,0.0,160893.71552467346,0.0,160893.71552467346,60.89371552467347,0.0
2018-05-09,21.164316177368164,21.16781542583284,20.884363841018363,20.946188050286203,4032000,0,0.0,160893.71552467346,0.0,160893.71552467346,60.89371552467347,0.0
2018-05-10,21.416278839111328,21.42560898441677,21.20981422154444,21.23664239403373,4616800,0,0.0,160893.71552467346,0.0,160893.71552467346,60.89371552467347,0.0
2018-05-11,21.35445213317871,21.43493663459467,21.278630923602684,21.381280300317364,3166400,1,7534.0,9.273153305053711,160884.4423713684,160893.71552467346,60.89371552467347,0.0
2018-05-14,21.32762718200684,21.50959527980226,21.2961339357688,21.426777333184425,6256800,0,7534.0,9.273153305053711,160682.34318923953,160691.61634254458,60.691616342544584,-0.12561036425184913
2018-05-15,21.14215850830078,21.191149779258232,21.02901136589333,21.1899839560983,5376000,0,7534.0,9.273153305053711,159285.0222015381,159294.29535484314,59.29429535484314,-0.8695668258901557
2018-05-16,21.252973556518555,21.293800508149904,21.12349598234372,21.16898800678986,2639200,0,7534.0,9.273153305053711,160119.9027748108,160129.17592811584,60.12917592811584,0.5241120351566542
2018-05-17,21.147994995117188,21.31829776105863,21.04767900892098,21.17248974506897,2608800,0,7534.0,9.273153305053711,159328.9942932129,159338.26744651794,59.33826744651793,-0.49391903568712925
2018-05-18,21.066335678100582,21.182982051113584,21.054670328846324,21.10599501775323,2235200,0,7534.0,9.273153305053711,158713.77299880979,158723.04615211484,58.72304615211483,-0.38611019453289597
2018-05-21,21.23080825805664,21.36495267104218,21.125827221705016,21.25530478247608,2880000,0,7534.0,9.273153305053711,159952.90941619873,159962.18256950378,59.96218256950379,0.780690925123384
2018-05-22,21.18065071105957,21.359119536953656,21.14215719058873,21.32645869168432,2114400,0,7534.0,9.273153305053711,159575.0224571228,159584.29561042786,59.58429561042786,-0.23623518572067903
2018-05-23,21.34395408630371,21.34395408630371,20.99751419576319,21.018511469674817,2529600,0,7534.0,9.273153305053711,160805.35008621216,160814.6232395172,60.8146232395172,0.7709578341547951
2018-05-24,21.32878875732422,21.36844809463388,21.10249452226676,21.34161992879291,2330400,0,7534.0,9.273153305053711,160691.09449768066,160700.36765098572,60.70036765098572,-0.07104800933515065
2018-05-25,21.333457946777344,21.398779639633307,21.27863400172696,21.30313052648926,2542400,0,7534.0,9.273153305053711,160726.2721710205,160735.54532432556,60.73554532432557,0.021890225799769958
2018-05-29,21.213308334350582,21.33112052404378,21.067500375871845,21.235471428820524,2954400,0,7534.0,9.273153305053711,159821.06499099729,159830.33814430234,59.830338144302345,-0.5631655264532354
2018-05-30,21.369611740112305,21.41043867604785,21.28679382533852,21.324119733155435,2940000,0,7534.0,9.273153305053711,160998.6548500061,161007.92800331116,61.007928003311164,0.736774928140127
2018-05-31,21.34745407104492,21.52125782376694,21.32995782541765,21.371950594805668,2940800,0,7534.0,9.273153305053711,160831.7189712524,160840.99212455747,60.84099212455747,-0.1036817756888686
2018-06-01,21.733556747436523,21.733556747436523,21.481600111972057,21.481600111972057,16909600,0,7534.0,9.273153305053711,163740.61653518677,163749.88968849182,63.74988968849182,1.8085548500482274
2018-06-04,21.9155216217041,21.9353512919742,21.76504680041563,21.793042571322943,3601600,0,7534.0,9.273153305053711,165111.5398979187,165120.81305122375,65.12081305122375,0.837205671002228
2018-06-05,22.03567123413086,22.046168982665023,21.9318560122332,21.971515359950786,5015200,0,7534.0,9.273153305053711,166016.7470779419,166026.02023124695,66.02602023124695,0.5482090133255291
2018-06-06,22.16282081604004,22.16282081604004,21.961022998556025,22.05900556867602,4140000,0,7534.0,9.273153305053711,166974.69202804565,166983.9651813507,66.9839651813507,0.5769848297089153
2018-06-07,21.91202735900879,22.17798101355873,21.770884429238365,22.17798101355873,4134400,0,7534.0,9.273153305053711,165085.21412277222,165094.48727607727,65.09448727607727,-1.1315325415954702
2018-06-08,21.9155216217041,21.948182464488085,21.73238595763165,21.7743787240514,2836800,0,7534.0,9.273153305053711,165111.5398979187,165120.81305122375,65.12081305122375,0.01594588382740625
2018-06-11,21.91319274902344,21.977348624923376,21.8537037258523,21.920191248233827,3641600,0,7534.0,9.273153305053711,165093.9941711426,165103.26732444766,65.10326732444767,-0.01062599344798798
2018-06-12,22.060163497924805,22.07416227427762,21.926020868731413,21.95168321551525,2361600,0,7534.0,9.273153305053711,166201.27179336548,166210.54494667053,66.21054494667054,0.6706576073064241
2018-06-13,22.01700210571289,22.21646817946122,21.990173939262387,22.07299186435639,3336800,0,7534.0,9.273153305053711,165876.09386444092,165885.36701774597,65.88536701774596,-0.19564217723303523
2018-06-14,22.13481903076172,22.216472930268985,22.07882926014528,22.09865893349104,4594400,0,7534.0,9.273153305053711,166763.7265777588,166772.99973106384,66.77299973106385,0.5350880124483259
2018-06-15,22.050827026367188,22.075323545021057,21.9003540056946,22.07299011946302,2816000,0,7534.0,9.273153305053711,166130.9308166504,166140.20396995544,66.14020396995544,-0.37943537750645406
2018-06-18,22.08349609375,22.096325488360367,21.81404142939525,21.90036040142897,3100800,0,7534.0,9.273153305053711,166377.0595703125,166386.33272361755,66.38633272361756,0.1481452097570779
2018-06-19,21.930683135986328,21.931850738797888,21.63440214267091,21.80237319836061,4202400,0,7534.0,9.273153305053711,165225.766746521,165235.03989982605,65.23503989982603,-0.6919395391110084
2018-06-20,21.99133682250977,22.08348843825541,21.95867598601012,21.98550414887438,3215200,0,7534.0,9.273153305053711,165682.7316207886,165692.00477409366,65.69200477409365,0.27655446117520466
2018-06-21,21.79654693603516,22.08233026741199,21.749889086787743,22.055502093088872,5245600,0,7534.0,9.273153305053711,164215.1846160889,164224.45776939395,64.22445776939394,-0.8857077966438864
2018-06-22,21.68106460571289,21.844370624658744,21.608744411253888,21.844370624658744,2446400,0,7534.0,9.273153305053711,163345.14073944092,163354.41389274597,63.35441389274597,-0.5297894652632751
2018-06-25,21.17948532104492,21.520092557163075,21.00801498993343,21.520092557163075,7468800,0,7534.0,9.273153305053711,159566.2424087524,159575.51556205747,59.57551556205747,-2.3133126559834682
2018-06-26,21.29146385192871,21.43260675655364,21.21097756399142,21.25530375848037,4446400,0,7534.0,9.273153305053711,160409.8886604309,160419.16181373596,60.41916181373597,0.5286815140198575
2018-06-27,20.964862823486328,21.441948085319,20.957864322314776,21.35562908447548,4678400,0,7534.0,9.273153305053711,157949.276512146,157958.54966545105,57.958549665451045,-1.533864234462179
2018-06-28,21.204395294189453,21.272234604424444,20.933039837977866,20.933039837977866,6327200,0,7534.0,9.273153305053711,159753.91414642334,159763.1872997284,59.7631872997284,1.1424754393475345
2018-06-29,21.217262268066406,21.40674510257906,21.21141549767332,21.289781139062203,2836000,0,7534.0,9.273153305053711,159850.8539276123,159860.12708091736,59.860127080917366,0.060677170271450365
2018-07-02,21.439498901367188,21.439498901367188,21.014919062844,21.05234839487777,4277600,0,7534.0,9.273153305053711,161525.1847229004,161534.45787620544,61.53445787620544,1.0473723659937928
2018-07-03,21.200889587402344,21.543594964173693,21.188023478689523,21.521371523239853,2643200,0,7534.0,9.273153305053711,159727.50215148926,159736.7753047943,59.73677530479431,-1.1128786978619853
2018-07-05,21.47926521301269,21.49096232490265,21.264051918175618,21.33072045870801,4777600,0,7534.0,9.273153305053711,161824.78411483762,161834.05726814267,61.83405726814266,1.3129612509996669
2018-07-06,21.735410690307617,21.77050023168442,21.452358150063663,21.51200912109448,2593600,0,7534.0,9.273153305053711,163754.5841407776,163763.85729408264,63.76385729408265,1.192456061793279
2018-07-09,21.923725128173828,21.923725128173828,21.74359962884526,21.85588581664877,2747200,0,7534.0,9.273153305053711,165173.34511566162,165182.61826896667,65.18261826896668,0.8663456017259374
2018-07-10,21.968168258666992,22.04068533098515,21.923721389967167,21.95881092921818,6876800,0,7534.0,9.273153305053711,165508.17966079712,165517.45281410217,65.51745281410217,0.20270567729485656
2018-07-11,21.852378845214844,21.95413692854163,21.768164643589724,21.80910274719836,2871200,0,7534.0,9.273153305053711,164635.82221984863,164645.0953731537,64.64509537315368,-0.5270486139780428
2018-07-12,22.2231559753418,22.22900453122841,21.920219698539128,21.95413846711561,2724000,0,7534.0,9.273153305053711,167429.25711822513,167438.53027153018,67.43853027153017,1.6966402139373837
2018-07-13,22.1950798034668,22.25824133959692,22.121393724286115,22.229000350392173,2560800,0,7534.0,9.273153305053711,167217.73123931888,167227.00439262393,67.22700439262393,-0.12633046800113457
2018-07-16,22.11788558959961,22.23367876798132,22.083965041690814,22.2009290019008,2884000,0,7534.0,9.273153305053711,166636.15003204346,166645.4231853485,66.64542318534852,-0.34777948058554164
2018-07-17,22.29800796508789,22.33075772920332,21.92372367181992,21.981034866657776,3102400,0,7534.0,9.273153305053711,167993.19200897217,168002.46516227722,68.00246516227722,0.8143289812522214
2018-07-18,22.28514289855957,22.30502655736245,22.19040237761066,22.300348784296983,2403200,0,7534.0,9.273153305053711,167896.2665977478,167905.53975105286,67.90553975105284,-0.0576928505964136
2018-07-19,22.26175117492676,22.33426826049244,22.21028674592076,22.2465452887036,2442400,0,7534.0,9.273153305053711,167720.03335189822,167729.30650520328,67.72930650520328,-0.1049597566053384
2018-07-20,22.246545791625977,22.36701853282787,22.21613580322061,22.33543954727446,2615200,0,7534.0,9.273153305053711,167605.4759941101,167614.74914741516,67.61474914741517,-0.06829895155177068
2018-07-23,22.334264755249023,22.35181041769015,22.08630176502214,22.198586151841496,2787200,0,7534.0,9.273153305053711,168266.35066604614,168275.6238193512,68.2756238193512,0.3942819324060709
2018-07-24,22.300350189208984,22.557670557501527,22.231341877593565,22.46994758298849,3508800,0,7534.0,9.273153305053711,168010.8383255005,168020.11147880554,68.02011147880553,-0.15184156489590483
2018-07-25,22.62199783325196,22.6325241603406,22.30034697309208,22.32490840296557,2319200,0,7534.0,9.273153305053711,170434.13167572027,170443.40482902533,70.44340482902534,1.4422638628742268
2018-07-26,22.543630599975582,22.62433421998348,22.46760296759282,22.514389614765623,3770400,0,7534.0,9.273153305053711,169843.71294021604,169852.9860935211,69.85298609352108,-0.34640163173018657
2018-07-27,22.10501480102539,22.57403953963172,21.966996429149383,22.5716997611991,3990400,0,7534.0,9.273153305053711,166539.1815109253,166548.45466423035,66.54845466423033,-1.9455244828438079
2018-07-30,21.70850944519043,22.12490081417824,21.57633961294396,22.12373003247312,4684800,0,7534.0,9.273153305053711,163551.9101600647,163561.18331336975,63.56118331336975,-1.7936349856160994
2018-07-31,21.77401161193848,21.91670778847264,21.63482421148889,21.772840830091333,4324800,0,7534.0,9.273153305053711,164045.4034843445,164054.67663764957,64.05467663764956,0.30171787357047286
2018-08-01,22.024314880371094,22.0769483074697,21.88746725602333,21.93074335179109,3085600,0,7534.0,9.273153305053711,165931.18830871582,165940.46146202087,65.94046146202088,1.1494855636066337
2018-08-02,22.34245681762696,22.3740358027818,21.814948199776502,21.85003774578811,2952800,0,7534.0,9.273153305053711,168328.06966400152,168337.34281730658,68.33734281730656,1.444422495977138
2018-08-03,22.39976119995117,22.402100978234063,22.21378898283915,22.365842446124816,2857600,0,7534.0,9.273153305053711,168759.8008804321,168769.07403373715,68.76907403373716,0.25646788122295483
2018-08-06,22.53193664550781,22.534276424375943,22.356490709693105,22.389240474933583,2488000,0,7534.0,9.273153305053711,169755.61068725583,169764.88384056088,69.76488384056087,0.5900428218410747
2018-08-07,22.62199783325196,22.6781400291196,22.562345076959875,22.605622951760218,2771200,0,7534.0,9.273153305053711,170434.13167572027,170443.40482902533,70.44340482902534,0.3996827689651594
2018-08-08,22.66527938842773,22.694520382765653,22.527262751822523,22.60913717902296,3417600,0,7534.0,9.273153305053711,170760.21491241452,170769.48806571958,70.76948806571957,0.19131466953581366
2018-08-09,22.68633270263672,22.78107323401693,22.665278259703022,22.68399292348218,4003200,0,7534.0,9.273153305053711,170918.83058166504,170928.1037349701,70.9281037349701,0.09288290961526613
2018-08-10,22.537784576416016,22.64889997574373,22.45123060797457,22.52725824889333,2946400,0,7534.0,9.273153305053711,169799.66899871826,169808.94215202332,69.8089421520233,-0.6547557472948218
2018-08-13,22.495677947998047,22.733114636705643,22.48515162025712,22.57872135759203,3118400,0,7534.0,9.273153305053711,169482.43766021729,169491.71081352234,69.49171081352235,-0.18681662725216208
2018-08-14,22.643051147460938,22.66410558698017,22.45006133963076,22.57755161958472,3759200,0,7534.0,9.273153305053711,170592.7473449707,170602.02049827576,70.60202049827575,0.6550819974759703
2018-08-15,22.443038940429688,22.591581843089937,22.26759304948756,22.50502967911768,3533600,0,7534.0,9.273153305053711,169085.85537719727,169095.12853050232,69.09512853050232,-0.8832790862454476
2018-08-16,22.5810604095459,22.68164948019841,22.540124096961723,22.60913240067972,2669600,0,7534.0,9.273153305053711,170125.7091255188,170134.98227882385,70.13498227882384,0.6149519252022451
2018-08-17,22.66060256958008,22.700369895220646,22.443049491148685,22.50854903566932,3205600,0,7534.0,9.273153305053711,170724.97975921634,170734.2529125214,70.7342529125214,0.3522324601741511
