Starting_value,Ending_value,Cumulatative_return%,Daily_volatility&,Annualized_volatility&,Sharpe_ratio,Max_drawdown%
100000.0,362398.040046692,262.398040046692,1.0291228608069616,16.336818949359365,0.8134901875457536,-26.495171769491133
