Date,Close,High,Low,Open,Volume,Trade,Shares,Cash,Position_value,Total_value,Portfolio_return,Portfolio_return_1d
2015-05-15,12.351859092712402,12.425795042647998,12.322732395013311,12.422434434198433,1465600,0,8359.0,9.002029418945312,103249.19015598297,103258.19218540192,3.258192185401909,-0.0028034381653377904
2015-05-18,12.4157133102417,12.438117936527672,12.31040968639788,12.328334071172025,2245600,0,8359.0,9.002029418945312,103782.94756031036,103791.94958972931,3.7919495897293043,0.005169153100889279
2015-05-19,12.400029182434082,12.450440015997511,12.385465406978504,12.425794415701912,1998400,0,8359.0,9.002029418945312,103651.84393596649,103660.84596538544,3.6608459653854286,-0.001263138662122687
2015-05-20,12.396666526794434,12.460520637613786,12.351856429537698,12.411229445163228,1648000,0,8359.0,9.002029418945312,103623.73549747467,103632.73752689362,3.6327375268936146,-0.0002711577185199321
2015-05-21,12.43924045562744,12.456044355426922,12.36194302935894,12.37874692915842,1892800,0,8359.0,9.002029418945312,103979.61096858977,103988.61299800871,3.9886129980087226,0.0034340062764697254
2015-05-22,12.443719863891602,12.473966195680644,12.42579547862274,12.42579547862274,1516800,0,8359.0,9.002029418945312,104017.0543422699,104026.05637168884,4.0260563716888464,0.0003600718636458389
2015-05-26,12.271202087402344,12.422435462928783,12.221910880242229,12.401150468076596,2333600,0,8359.0,9.002029418945312,102574.97824859619,102583.98027801514,2.583980278015141,-0.013862643110502226
2015-05-27,12.480687141418455,12.4963705497728,12.292485386484689,12.304807331893112,2331200,0,8359.0,9.002029418945312,104326.06381511687,104335.06584453581,4.335065844535824,0.01706977601936499
2015-05-28,12.47396469116211,12.48516700326314,12.43475617146768,12.466122987223224,1590400,0,8359.0,9.002029418945312,104269.87085342407,104278.87288284302,4.27887288284301,-0.0005385817437114637
2015-05-29,12.387706756591797,12.473965505551122,12.351858842719109,12.462763192718723,1908000,0,8359.0,9.002029418945312,103548.84077835083,103557.84280776978,3.5578428077697843,-0.006914440625795049
2015-06-01,12.424675941467283,12.46388446619343,12.337295844629644,12.432517646412515,6289600,0,8359.0,9.002029418945312,103857.86619472502,103866.86822414397,3.866868224143971,0.0029840851064060203
2015-06-02,12.395547866821287,12.45492089120028,12.31264973021751,12.4078706667507,1840800,0,8359.0,9.002029418945312,103614.38461875914,103623.38664817809,3.623386648178095,-0.002344169802448004
2015-06-03,12.441481590270996,12.495253903073424,12.411235251913448,12.459405979432445,1481600,0,8359.0,9.002029418945312,103998.34461307526,104007.3466424942,4.007346642494203,0.0037053411081779952
2015-06-04,12.324973106384276,12.43251771001436,12.29248665336052,12.40451149868359,1685600,0,8359.0,9.002029418945312,103024.45019626616,103033.4522256851,3.033452225685096,-0.009363707932639409
2015-06-05,12.320489883422852,12.341774017700391,12.240951510369952,12.308167085044602,1622400,0,8359.0,9.002029418945312,102986.97493553162,102995.97696495056,2.995976964950553,-0.0003637193544914208
2015-06-08,12.16589641571045,12.333933661382366,12.140131183329132,12.333933661382366,1660000,0,8359.0,9.002029418945312,101694.72813892365,101703.73016834259,1.7037301683425987,-0.012546575455541498
2015-06-09,12.144611358642578,12.180459267481664,12.042668360414249,12.156933302750849,2004000,0,8359.0,9.002029418945312,101516.80634689331,101525.80837631226,1.5258083763122654,-0.0017494126492295647
2015-06-10,12.328336715698242,12.358583053140553,12.183824537514107,12.191666243864477,2019200,0,8359.0,9.002029418945312,103052.5666065216,103061.56863594055,3.061568635940559,0.015126796665690057
2015-06-11,12.33057689666748,12.3989121329154,12.317133605138055,12.355222503797142,1453600,0,8359.0,9.002029418945312,103071.29227924347,103080.29430866241,3.0802943086624124,0.0001816940394920863
2015-06-12,12.242074012756348,12.289124239027256,12.224150483326245,12.258877909190725,1480800,0,8359.0,9.002029418945312,102331.49667263031,102340.49870204926,2.340498702049265,-0.007176886829580842
2015-06-15,12.174860954284668,12.186063268552669,12.063956590072417,12.152456325748666,2032800,0,8359.0,9.002029418945312,101769.66271686554,101778.66474628448,1.7786647462844751,-0.005489849696750815
2015-06-16,12.251038551330566,12.273443181079916,12.160298689759312,12.192785146491316,2648800,0,8359.0,9.002029418945312,102406.4312505722,102415.43327999115,2.4154332799911415,0.0062564048692721475
2015-06-17,12.268960952758787,12.309289966333976,12.206227311500392,12.265600344074484,3784800,0,8359.0,9.002029418945312,102556.2446041107,102565.24663352965,2.5652466335296387,0.0014628005637482566
2015-06-18,12.372023582458496,12.392188087812125,12.265599471827018,12.265599471827018,2449600,0,8359.0,9.002029418945312,103417.74512577057,103426.74715518951,3.4267471551895134,0.00839953639206903
2015-06-19,12.282402992248535,12.385465636593862,12.280162871580886,12.37538381156693,1612800,0,8359.0,9.002029418945312,102668.6066122055,102677.60864162445,2.6776086416244516,-0.007243179681953982
2015-06-22,12.364181518554688,12.401149065060643,12.338415430086489,12.373142855921229,1528000,0,8359.0,9.002029418945312,103352.19331359863,103361.19534301758,3.3611953430175756,0.006657602474742674
2015-06-23,12.370901107788086,12.400027800772166,12.329451616029262,12.400027800772166,1610400,0,8359.0,9.002029418945312,103408.36236000061,103417.36438941956,3.4173643894195527,0.0005434248918616547
2015-06-24,12.302569389343262,12.400031319670047,12.299208780484028,12.342898405017667,1746400,0,8359.0,9.002029418945312,102837.17752552032,102846.17955493927,2.8461795549392654,-0.005523103763595105
2015-06-25,12.272319793701172,12.36081865241611,12.253274924090128,12.349616340968284,2116800,0,8359.0,9.002029418945312,102584.3211555481,102593.32318496704,2.5933231849670335,-0.0024585878743036416
2015-06-26,12.153575897216797,12.261119652071024,12.109886273516071,12.233113439202263,1914400,0,8359.0,9.002029418945312,101591.7409248352,101600.74295425415,1.6007429542541418,-0.009674900860003888
2015-06-29,11.876873970031738,12.07851903764454,11.866792143991978,12.03819002412198,2638400,-1,0.0,99287.79154491425,0.0,99287.79154491425,-0.7122084550857499,-0.02276510330619641
2015-06-30,11.900399208068848,11.970974550050812,11.857829221590643,11.970974550050812,2086400,0,0.0,99287.79154491425,0.0,99287.79154491425,-0.7122084550857499,0.0
2015-07-01,11.964255332946776,12.072918728697,11.914964121283113,12.019147274774683,2590400,0,0.0,99287.79154491425,0.0,99287.79154491425,-0.7122084550857499,0.0
2015-07-02,11.974335670471191,12.011304074620154,11.92280434408858,11.98889859270484,1870400,0,0.0,99287.79154491425,0.0,99287.79154491425,-0.7122084550857499,0.0
2015-07-06,11.925044059753418,11.978816359841373,11.846627012418605,11.885835536086011,4091200,0,0.0,99287.79154491425,0.0,99287.79154491425,-0.7122084550857499,0.0
2015-07-07,11.927284240722656,11.939607040866113,11.698753476264493,11.929524361347983,2589600,0,0.0,99287.79154491425,0.0,99287.79154491425,-0.7122084550857499,0.0
2015-07-08,11.72563934326172,11.851107466884748,11.716677151285433,11.823101257970098,2355200,0,0.0,99287.79154491425,0.0,99287.79154491425,-0.7122084550857499,0.0
2015-07-09,11.699874877929688,11.899278961746374,11.693152806165246,11.842146052498109,2257600,0,0.0,99287.79154491425,0.0,99287.79154491425,-0.7122084550857499,0.0
2015-07-10,11.873512268066406,11.911601157189136,11.808538511979812,11.816380216404832,2271200,0,0.0,99287.79154491425,0.0,99287.79154491425,-0.7122084550857499,0.0
2015-07-13,12.048274040222168,12.063957452254582,11.96761600423726,11.96873563746682,2215200,0,0.0,99287.79154491425,0.0,99287.79154491425,-0.7122084550857499,0.0
2015-07-14,12.106524467468262,12.139011773745068,12.056113631162496,12.056113631162496,1871200,0,0.0,99287.79154491425,0.0,99287.79154491425,-0.7122084550857499,0.0
2015-07-15,12.10988426208496,12.153573878528915,12.076277325033574,12.121086574435422,1643200,0,0.0,99287.79154491425,0.0,99287.79154491425,-0.7122084550857499,0.0
2015-07-16,12.248794555664062,12.249915043279833,12.174858611974296,12.182700315921418,1649600,0,0.0,99287.79154491425,0.0,99287.79154491425,-0.7122084550857499,0.0
2015-07-17,12.417956352233888,12.423557937463968,12.324975507378776,12.347380993617188,1808800,0,0.0,99287.79154491425,0.0,99287.79154491425,-0.7122084550857499,0.0
2015-07-20,12.47284698486328,12.5165374647586,12.422436141826724,12.468366742769124,3020000,0,0.0,99287.79154491425,0.0,99287.79154491425,-0.7122084550857499,0.0
2015-07-21,12.41347312927246,12.486289451384708,12.40227081541252,12.462764335874308,2304000,0,0.0,99287.79154491425,0.0,99287.79154491425,-0.7122084550857499,0.0
2015-07-22,12.238713264465332,12.290244586174966,12.130049037404763,12.290244586174966,2449600,0,0.0,99287.79154491425,0.0,99287.79154491425,-0.7122084550857499,0.0
2015-07-23,12.217432022094728,12.335058477211332,12.187185683320646,12.272324823646173,1948800,0,0.0,99287.79154491425,0.0,99287.79154491425,-0.7122084550857499,0.0
2015-07-24,12.133411407470703,12.28688576190093,12.117727996615852,12.28688576190093,1952800,0,0.0,99287.79154491425,0.0,99287.79154491425,-0.7122084550857499,0.0
2015-07-27,12.010181427001951,12.09307955847627,11.991137411810024,12.071795422836534,2407200,0,0.0,99287.79154491425,0.0,99287.79154491425,-0.7122084550857499,0.0
2015-07-28,12.131170272827148,12.154695387143684,11.978816418954771,12.076278339421895,1585600,0,0.0,99287.79154491425,0.0,99287.79154491425,-0.7122084550857499,0.0
2015-07-29,12.195026397705078,12.210709809820209,12.067318124949397,12.13005177340991,1739200,0,0.0,99287.79154491425,0.0,99287.79154491425,-0.7122084550857499,0.0
2015-07-30,12.224146842956545,12.243190854392717,12.08859693353446,12.164772979279157,1436000,0,0.0,99287.79154491425,0.0,99287.79154491425,-0.7122084550857499,0.0
2015-07-31,12.170380592346191,12.253278748551963,12.151336571472756,12.253278748551963,3980000,0,0.0,99287.79154491425,0.0,99287.79154491425,-0.7122084550857499,0.0
2015-08-03,12.097562789916992,12.17934130294646,12.015785131569269,12.161416917473032,2959200,0,0.0,99287.79154491425,0.0,99287.79154491425,-0.7122084550857499,0.0
2015-08-04,12.022507667541504,12.088602777872628,11.979938529395277,12.08076021735644,2422400,0,0.0,99287.79154491425,0.0,99287.79154491425,-0.7122084550857499,0.0
2015-08-05,12.140130996704102,12.235351930184738,12.068435174694097,12.091960286164728,2360800,0,0.0,99287.79154491425,0.0,99287.79154491425,-0.7122084550857499,0.0
2015-08-06,12.013543128967283,12.198384278621068,11.977695215766929,12.159175757102185,2198400,0,0.0,99287.79154491425,0.0,99287.79154491425,-0.7122084550857499,0.0
2015-08-07,12.023627281188965,12.037069716109407,11.940728277331289,12.007943870660595,1399200,0,0.0,99287.79154491425,0.0,99287.79154491425,-0.7122084550857499,0.0
2015-08-10,12.207345962524414,12.230871074456632,12.1244478269516,12.1244478269516,2100800,1,8133.0,5.446831703186035,99282.34471321106,99287.79154491425,-0.7122084550857499,0.0
2015-08-11,12.007941246032717,12.177098116141282,11.96873187360019,12.1714973877092,1635200,0,8133.0,5.446831703186035,97660.58615398408,97666.03298568727,-2.3339670143127322,-0.01633391713112431
2015-08-12,12.06619644165039,12.088601924367936,11.807419312705608,11.939608669352914,2879200,0,8133.0,5.446831703186035,98134.37565994263,98139.82249164581,-1.8601775083541883,0.004851118566758794
2015-08-13,12.0359468460083,12.11660485256568,12.015782344368956,12.091959255597422,1441600,0,8133.0,5.446831703186035,97888.35569858551,97893.8025302887,-2.1061974697113017,-0.0025068311222802286
2015-08-14,12.099801063537598,12.113243494959212,11.99561794661234,11.99561794661234,1348000,0,8133.0,5.446831703186035,98407.68204975128,98413.12888145447,-1.5868711185455298,0.005304997229064634
2015-08-17,12.178218841552734,12.178218841552734,12.009061113458769,12.062833406482842,1436800,-1,0.0,99050.90067005157,0.0,99050.90067005157,-0.9490993299484218,0.0064805559567702176
2015-08-18,12.102045059204102,12.152456757222666,12.083001038804165,12.135652857883144,1953600,0,0.0,99050.90067005157,0.0,99050.90067005157,-0.9490993299484218,0.0
2015-08-19,12.00234031677246,12.108763564277162,11.945207413690603,12.050511028256844,2479200,0,0.0,99050.90067005157,0.0,99050.90067005157,-0.9490993299484218,0.0
2015-08-20,11.693154335021973,11.927286731969064,11.693154335021973,11.892559299592186,3376800,0,0.0,99050.90067005157,0.0,99050.90067005157,-0.9490993299484218,0.0
2015-08-21,11.25401782989502,11.655067051524702,11.25289734193463,11.494871460464903,5968000,0,0.0,99050.90067005157,0.0,99050.90067005157,-0.9490993299484218,0.0
2015-08-24,10.844002723693848,11.260734328699115,8.638233783893483,11.141988295123546,10098400,0,0.0,99050.90067005157,0.0,99050.90067005157,-0.9490993299484218,0.0
2015-08-25,10.727498054504396,11.336912553883256,10.72637756688368,10.964990149197895,16720800,0,0.0,99050.90067005157,0.0,99050.90067005157,-0.9490993299484218,0.0
2015-08-26,11.262979507446287,11.285384137534724,10.833924089266077,10.833924089266077,5229600,0,0.0,99050.90067005157,0.0,99050.90067005157,-0.9490993299484218,0.0
2015-08-27,11.534080505371094,11.534080505371094,11.283145036040136,11.377245516533522,4766400,0,0.0,99050.90067005157,0.0,99050.90067005157,-0.9490993299484218,0.0
2015-08-28,11.558722496032717,11.573285416880363,11.467982653286471,11.485906182431142,2215200,0,0.0,99050.90067005157,0.0,99050.90067005157,-0.9490993299484218,0.0
2015-08-31,11.46462631225586,11.592335467369804,11.433259481227958,11.515038023278164,2461600,0,0.0,99050.90067005157,0.0,99050.90067005157,-0.9490993299484218,0.0
2015-09-01,11.099421501159668,11.350356906813673,11.035567375690691,11.350356906813673,4325600,0,0.0,99050.90067005157,0.0,99050.90067005157,-0.9490993299484218,0.0
2015-09-02,11.35932159423828,11.35932159423828,11.143113568463503,11.210328317191632,3312000,0,0.0,99050.90067005157,0.0,99050.90067005157,-0.9490993299484218,0.0
2015-09-03,11.370524406433104,11.509435007161343,11.333555993879658,11.40525184294468,2159200,0,0.0,99050.90067005157,0.0,99050.90067005157,-0.9490993299484218,0.0
2015-09-04,11.205845832824709,11.283143254368529,11.15319401552279,11.258497650126625,2839200,0,0.0,99050.90067005157,0.0,99050.90067005157,-0.9490993299484218,0.0
2015-09-08,11.518396377563477,11.530719180865985,11.390688102139196,11.445580045689171,2206400,0,0.0,99050.90067005157,0.0,99050.90067005157,-0.9490993299484218,0.0
2015-09-09,11.379486083984377,11.652826175614427,11.352599500795662,11.604655449087025,2152800,0,0.0,99050.90067005157,0.0,99050.90067005157,-0.9490993299484218,0.0
2015-09-10,11.491509437561035,11.56656588271751,11.346997276997229,11.366041296571536,2319200,0,0.0,99050.90067005157,0.0,99050.90067005157,-0.9490993299484218,0.0
2015-09-11,11.547520637512209,11.547520637512209,11.40860922144133,11.42877372669796,1701600,0,0.0,99050.90067005157,0.0,99050.90067005157,-0.9490993299484218,0.0
2015-09-14,11.51391315460205,11.604653003364987,11.485906944027642,11.594571177805426,2047200,0,0.0,99050.90067005157,0.0,99050.90067005157,-0.9490993299484218,0.0
2015-09-15,11.66066551208496,11.695393794641603,11.522875433645831,11.553121765233389,3069600,0,0.0,99050.90067005157,0.0,99050.90067005157,-0.9490993299484218,0.0
2015-09-16,11.724517822265623,11.73908074087076,11.640499209051274,11.670745533748567,1882400,0,0.0,99050.90067005157,0.0,99050.90067005157,-0.9490993299484218,0.0
2015-09-17,11.66066551208496,11.841025577913191,11.642741981617228,11.704355987216337,2686400,0,0.0,99050.90067005157,0.0,99050.90067005157,-0.9490993299484218,0.0
2015-09-18,11.515034675598145,11.633780745590762,11.488148950345094,11.527357477731169,1728000,0,0.0,99050.90067005157,0.0,99050.90067005157,-0.9490993299484218,0.0
2015-09-21,11.610257148742676,11.670750679490952,11.520636913260365,11.577769834747386,1271200,0,0.0,99050.90067005157,0.0,99050.90067005157,-0.9490993299484218,0.0
2015-09-22,11.42877197265625,11.471341952043275,11.348114818690355,11.438854651077964,2234400,0,0.0,99050.90067005157,0.0,99050.90067005157,-0.9490993299484218,0.0
2015-09-23,11.445175170898438,11.4881593092332,11.382960491585228,11.458749518116049,1669600,0,0.0,99050.90067005157,0.0,99050.90067005157,-0.9490993299484218,0.0
2015-09-24,11.43386459350586,11.46327438705915,11.240434660455811,11.33092772702713,2728000,0,0.0,99050.90067005157,0.0,99050.90067005157,-0.9490993299484218,0.0
2015-09-25,11.40671730041504,11.562819305007435,11.347896843056548,11.53793342815855,2652800,0,0.0,99050.90067005157,0.0,99050.90067005157,-0.9490993299484218,0.0
2015-09-28,11.137495040893556,11.377303290906648,11.12957688873818,11.345630682285153,2740800,0,0.0,99050.90067005157,0.0,99050.90067005157,-0.9490993299484218,0.0
2015-09-29,11.079812049865724,11.23478268195211,11.00063047902707,11.179355582365051,3439200,0,0.0,99050.90067005157,0.0,99050.90067005157,-0.9490993299484218,0.0
2015-09-30,11.31169891357422,11.323010439884964,11.18048279192997,11.216681056946982,3087200,0,0.0,99050.90067005157,0.0,99050.90067005157,-0.9490993299484218,0.0
2015-10-01,11.317353248596191,11.347894450918163,11.160120728574713,11.347894450918163,2484000,0,0.0,99050.90067005157,0.0,99050.90067005157,-0.9490993299484218,0.0
2015-10-02,11.489295959472656,11.491557920199998,11.145420106952187,11.179355558963085,3675200,0,0.0,99050.90067005157,0.0,99050.90067005157,-0.9490993299484218,0.0
2015-10-05,11.71778678894043,11.751722225959492,11.550374152615216,11.550374152615216,3116000,0,0.0,99050.90067005157,0.0,99050.90067005157,-0.9490993299484218,0.0
2015-10-06,11.744935989379885,11.764165668445315,11.677065975433967,11.700820437164335,1928800,0,0.0,99050.90067005157,0.0,99050.90067005157,-0.9490993299484218,0.0
2015-10-07,11.808279991149902,11.842215426096432,11.65557225991844,11.817329555537505,2663200,0,0.0,99050.90067005157,0.0,99050.90067005157,-0.9490993299484218,0.0
2015-10-08,11.865970611572266,11.891987032011423,11.713262870994813,11.787919624226763,1941600,0,0.0,99050.90067005157,0.0,99050.90067005157,-0.9490993299484218,0.0
2015-10-09,11.928186416625977,11.933842611410508,11.85918498272266,11.882940310406362,1888800,0,0.0,99050.90067005157,0.0,99050.90067005157,-0.9490993299484218,0.0
2015-10-12,11.938364028930664,11.95759370495412,11.880674137846384,11.95759370495412,1952000,0,0.0,99050.90067005157,0.0,99050.90067005157,-0.9490993299484218,0.0
2015-10-13,11.882941246032717,11.979090523841132,11.867104935006116,11.876153639154012,2026400,0,0.0,99050.90067005157,0.0,99050.90067005157,-0.9490993299484218,0.0
2015-10-14,11.875020027160645,11.93949666628304,11.817330130151973,11.860314268562236,1707200,0,0.0,99050.90067005157,0.0,99050.90067005157,-0.9490993299484218,0.0
2015-10-15,12.015283584594728,12.02433314848441,11.904428584480897,11.905559995720584,5068000,0,0.0,99050.90067005157,0.0,99050.90067005157,-0.9490993299484218,0.0
2015-10-16,12.048089981079102,12.048089981079102,11.97456377025797,12.032253672657822,1980800,1,8221.0,3.5529356002807617,99047.3477344513,99050.90067005157,-0.9490993299484218,0.0
2015-10-19,12.087681770324709,12.089943730426532,11.990401088677324,12.023205119745782,1884000,0,8221.0,3.5529356002807617,99372.83183383943,99376.38476943971,-0.6236152305602927,0.003286028669970076
2015-10-20,12.044696807861328,12.07863138517346,12.001711801712892,12.046958767809832,1800800,0,8221.0,3.5529356002807617,99019.45245742798,99023.00539302826,-0.9769946069717372,-0.0035559693304533235
2015-10-21,11.93044662475586,12.08315435731102,11.923659882913308,12.063924680081149,1155200,0,8221.0,3.5529356002807617,98080.20170211792,98083.7546377182,-1.9162453622817988,-0.009485177223031327
2015-10-22,12.203062057495115,12.2279479364098,12.026599807757185,12.026599807757185,2230400,0,8221.0,3.5529356002807617,100321.37317466734,100324.92611026762,0.3249261102676204,0.02284956852261022
2015-10-23,12.534491539001465,12.57973850093796,12.440605107024709,12.51639327203528,2675200,0,8221.0,3.5529356002807617,103046.05494213104,103049.60787773132,3.0496078777313196,0.027158572381792645
2015-10-26,12.477934837341309,12.520919845686423,12.431557320407116,12.520919845686423,2831200,0,8221.0,3.5529356002807617,102581.1022977829,102584.65523338318,2.584655233383182,-0.004511930262750874
2015-10-27,12.39988613128662,12.480199099542348,12.382918408299808,12.44852647690789,2236000,0,8221.0,3.5529356002807617,101939.4638853073,101943.01682090758,1.9430168209075838,-0.0062547211472890885
