Starting_value,Ending_value,Cumulative_return%,Daily_volatility&,Annualized_volatility&,Sharpe_ratio,Max_drawdown%
100000.0,177051.15988254544,77.05115988254545,1.1081503568565905,17.591341557060108,0.38514555737368544,-29.570692680986276
