Starting_value,Ending_value,Cumulatative_return%,Daily_volatility&,Annualized_volatility&,Sharpe_ratio,Max_drawdown%
100000.0,812630.3545293808,712.6303545293808,1.5064982068850958,23.914917635896185,0.9184382023478526,-35.07364352038267
