Starting_value,Ending_value,Cumulative_return%,Daily_volatility&,Annualized_volatility&,Sharpe_ratio,Max_drawdown%
100000.0,230479.55045318583,130.47955045318585,0.9823538763005625,15.594384336909576,0.5693066049313926,-25.132233763448053
