Date,Close,High,Low,Open,Volume,BB_Middle,BB_Upper,BB_Lower,Signal,Trade
2015-02-23,12.256637573242188,12.256637573242188,12.18942198868526,12.25215647729295,2875200,11.756447029113769,12.396766462816185,11.116127595411353,0,0
2015-02-24,12.286885261535645,12.30704976819668,12.19054382467533,12.257758561984868,2441600,11.78602156639099,12.465755209789336,11.106287922992646,0,0
2015-02-25,12.22415256500244,12.271202799285634,12.191665254278766,12.264481581439984,2842400,11.829375267028809,12.504736640697546,11.154013893360071,0,0
2015-02-26,12.299208641052246,12.307050346528827,12.225271828260093,12.249917432524144,2742400,11.877266120910644,12.543195479305677,11.21133676251561,0,0
2015-02-27,12.234233856201172,12.30705018017476,12.22415202987404,12.29808798698501,6551200,11.916362810134888,12.569596053435744,11.263129566834033,0,0
2015-03-02,12.349617958068848,12.35521954186704,12.235352998848246,12.247675799458918,4373600,11.969182634353638,12.581910073299623,11.356455195407653,0,0
2015-03-03,12.254399299621582,12.328336117062191,12.203988454771602,12.328336117062191,3115200,12.012312364578246,12.575864378334796,11.448760350821697,0,0
2015-03-04,12.212947845458984,12.236473814296184,12.140132382222268,12.224151013355446,11241600,12.046311902999879,12.570775074876021,11.521848731123736,0,0
2015-03-05,12.208466529846191,12.244314441788598,12.164776059193548,12.211827138046786,2738400,12.079191160202026,12.555537653382473,11.602844667021579,0,0
2015-03-06,12.07067584991455,12.227510788274364,12.047150737362829,12.219669084090455,2740800,12.099299478530884,12.53698797262302,11.661610984438749,0,0
2015-03-09,12.121087074279783,12.170378276272444,12.069555751597315,12.114365857528671,2624000,12.124280977249146,12.503099124719881,11.745462829778411,0,0
2015-03-10,11.881354331970217,12.046030984559742,11.877993723498054,12.040430255333376,3148800,12.138620042800904,12.45225250421135,11.824987581390458,0,0
2015-03-11,11.816381454467772,11.917203134872594,11.805178285816774,11.888077289488956,2815200,12.140972566604614,12.444016857627233,11.837928275581994,1,1
2015-03-12,11.886958122253418,11.892559707201215,11.776053748678278,11.788376551817946,2910400,12.144389486312866,12.434064369670306,11.854714602955426,1,0
2015-03-13,11.826459884643556,11.89927618655684,11.754764070209973,11.86342827934005,2265600,12.135427331924438,12.45159076070606,11.819263903142817,1,0
2015-03-16,11.968731880187988,11.970972855307323,11.852226814430091,11.86118815086268,2652000,12.128705787658692,12.452940072314611,11.804471503002773,1,0
2015-03-17,11.98105525970459,12.003460738575422,11.916081507683243,11.951929419194949,2145600,12.122320079803467,12.452843008193588,11.791797151413347,1,0
2015-03-18,12.125568389892578,12.17149898434132,11.91832260772446,11.957531130618694,1919200,12.12204008102417,12.45254203936349,11.791538122684852,0,-1
2015-03-19,12.11548900604248,12.15581802476967,12.098685105792503,12.122210224269722,2185600,12.118847417831422,12.448305529311204,11.789389306351639,0,0
2015-03-20,12.184940338134766,12.242073240535069,12.16589632222854,12.167016809835266,2705600,12.11526255607605,12.44017434675442,11.790350765397681,0,0
2015-03-23,12.188302040100098,12.244314455992686,12.188302040100098,12.193902768880372,2020800,12.111845779418946,12.432143372947966,11.791548185889926,0,0
2015-03-24,12.154696464538574,12.230873398227102,12.147975246904286,12.205107306159334,2642400,12.105236339569093,12.416130665382662,11.794342013755523,0,0
2015-03-25,11.8208589553833,12.158053912166128,11.818618834981583,12.153572816681123,2816000,12.085071659088134,12.414274803150407,11.755868515025861,0,0
2015-03-26,11.828704833984377,11.876875559099007,11.688673755707176,11.750287772021892,3288000,12.061546468734742,12.393412152603455,11.729680784866028,0,0
2015-03-27,11.857829093933104,11.885835303817068,11.772689976574986,11.825341787905906,2111200,12.042726230621337,12.375973876795,11.709478584447675,0,0
2015-03-30,11.99226188659668,12.002343713986232,11.92952738233925,11.939610064410678,3564800,12.024858427047729,12.327265079736671,11.722451774358786,0,0
2015-03-31,11.93288516998291,12.307048567137835,11.87575311892035,11.955290650020684,8274400,12.008782720565796,12.294387489086189,11.723177952045402,0,0
2015-04-01,11.837663650512695,11.89367606584172,11.76708831488351,11.885834361882925,3760000,11.990018510818482,12.268732287145488,11.711304734491476,0,0
2015-04-02,11.836544036865234,11.892556452285536,11.815259045507398,11.846625861393704,4303200,11.971422386169433,12.238751922760937,11.704092849577929,0,0
2015-04-06,11.947447776794434,11.968731912395883,11.73123983000233,11.771568835443045,2370400,11.965260982513428,12.228809717892743,11.701712247134113,0,0
2015-04-07,11.934009552001951,12.026990401466778,11.934009552001951,11.93625052807785,3284800,11.955907106399536,12.209771109624466,11.702043103174606,0,0
2015-04-08,11.976574897766112,12.011302321313462,11.885834204947685,11.885834204947685,1878400,11.960668134689332,12.212322800564722,11.709013468813941,0,0
2015-04-09,12.02586555480957,12.032587625918982,11.921682426770944,11.97545472223802,1864800,11.971142339706422,12.215227665922665,11.727057013490178,0,0
2015-04-10,12.078519821166992,12.078519821166992,11.994501179991738,12.011305079163153,1397600,11.9807204246521,12.225871961136193,11.735568888168007,0,0
2015-04-13,12.028108596801758,12.134531863708592,12.022507012361697,12.078519438035146,2140800,11.99080286026001,12.226137767871592,11.755467952648427,0,0
2015-04-14,11.984419822692873,12.067317979255092,11.919445199182173,12.067317979255092,2583200,11.991587257385254,12.226727174512483,11.756447340258024,0,0
2015-04-15,12.093080520629885,12.12668831279204,12.011302870213845,12.020265062081307,2560000,11.997188520431518,12.236360583886944,11.758016456976092,0,0
2015-04-16,12.068436622619627,12.096442833161166,12.039309924345549,12.06171455090609,2086400,11.99433193206787,12.228617261923846,11.760046602211895,0,0
2015-04-17,11.883596420288086,11.986659078267316,11.844387893304877,11.986659078267316,2243200,11.982737302780151,12.21483326886197,11.750641336698333,0,0
2015-04-20,12.077400207519531,12.095324595848298,11.941850225840271,11.941850225840271,2413600,11.97736029624939,12.195001947318161,11.75971864518062,0,0
2015-04-21,12.087481498718262,12.162537943174003,12.078519305585155,12.137892339398858,1724000,11.972319269180298,12.174290288020076,11.77034825034052,0,0
2015-04-22,12.203988075256348,12.219671486707815,12.062836517511297,12.119969433331264,2055200,11.974783849716186,12.18656155082444,11.763006148607932,0,0
2015-04-23,12.233116149902344,12.279046759432,12.146857371212718,12.15918017598009,1908000,11.995396709442138,12.222902260115491,11.767891158768785,0,0
2015-04-24,12.302569389343262,12.345138526029888,12.254398668103374,12.341777917170656,2027200,12.019089937210083,12.269743232033296,11.76843664238687,0,0
2015-04-27,12.330574989318848,12.401150335897144,12.30144828951816,12.335056085802169,4808000,12.04272723197937,12.316215372512467,11.769239091446273,0,0
2015-04-28,12.344016075134276,12.402268609654737,12.231991247095106,12.356338874593114,1901600,12.06031494140625,12.362315100521636,11.758314782290865,0,0
2015-04-29,12.286885261535645,12.34849926930041,12.201746138446628,12.277923068645904,1815200,12.078014945983886,12.389415151701915,11.766614740265858,0,0
2015-04-30,12.086359024047852,12.247675055198105,12.043789895686151,12.221908967846526,1813600,12.090449714660645,12.381674318555755,11.799225110765535,0,0
2015-05-01,12.240952491760254,12.240952491760254,12.11660571987862,12.126687544079182,2328800,12.110670137405396,12.384189618374387,11.837150656436405,0,0
2015-05-04,12.24991512298584,12.313769242594054,12.244314394233816,12.265598530982128,1974400,12.125793504714967,12.394954361667834,11.8566326477621,0,0
2015-05-05,12.058354377746582,12.217429454242174,12.044911088515867,12.211828724740688,1913600,12.132010746002198,12.388616164542636,11.87540532746176,0,0
2015-05-06,11.990019798278809,12.130050863576248,11.904880671267064,12.08300063075994,2106400,12.132682991027831,12.387721730113716,11.877644251941947,0,0
2015-05-07,12.07628059387207,12.113248149166902,11.97769816726751,11.97769816726751,1782400,12.135203742980957,12.38694486957297,11.883462616388945,0,0
2015-05-08,12.246557235717772,12.25663991720219,12.191665295534964,12.196146392341168,1459200,12.143605613708496,12.398416397941467,11.888794829475525,0,0
2015-05-11,12.198381423950195,12.25999541097641,12.197260936545682,12.23983091110251,3669600,12.152119255065918,12.40226076121679,11.901977748915046,0,0
2015-05-12,12.134530067443848,12.18494090121496,12.031467424584612,12.1378906757377,1985600,12.159624767303466,12.397915971975873,11.921333562631059,0,0
2015-05-13,12.192782402038574,12.255516889643264,12.16701716909446,12.16701716909446,1553600,12.1646098613739,12.401290135093188,11.927929587654614,0,0
2015-05-14,12.38658618927002,12.39330740598991,12.270080256262386,12.27792196066282,1894400,12.180517339706421,12.431535666047328,11.929499013365515,0,0
2015-05-15,12.351861953735352,12.425797920796503,12.322735249289735,12.422437311568528,1465600,12.203930616378784,12.425418455626318,11.98244277713125,0,0
2015-05-18,12.415709495544434,12.43811411494664,12.310405904054893,12.328330283321812,2245600,12.22084608078003,12.452536393589641,11.989155767970418,0,0
2015-05-19,12.400029182434082,12.450440015997511,12.385465406978504,12.425794415701912,1998400,12.23647346496582,12.472201348207971,12.00074558172367,0,0
2015-05-20,12.396673202514648,12.460527347720037,12.35186308112726,12.411236128725708,1648000,12.246107721328736,12.491297628193571,12.0009178144639,0,0
2015-05-21,12.439236640930176,12.456040535576465,12.361939238366196,12.378743133012486,1892800,12.256413745880128,12.515487545388742,11.997339946371513,0,0
2015-05-22,12.443717956542969,12.473964283695912,12.42579357402152,12.42579357402152,1516800,12.263471174240113,12.534599389653616,11.99234295882661,0,0
2015-05-26,12.27120304107666,12.422436428356423,12.221911830085809,12.40115143185004,2333600,12.260502576828003,12.529921638633699,11.991083515022307,0,0
2015-05-27,12.48068618774414,12.496369594900084,12.292484447191248,12.304806391658126,2331200,12.267336082458495,12.551415485602751,11.98325667931424,0,0
2015-05-28,12.473966598510742,12.48516891232468,12.43475807282108,12.46612489337281,1590400,12.276690149307251,12.574706781354253,11.97867351726025,0,0
2015-05-29,12.387704849243164,12.473963584921137,12.35185694089002,12.462761273813571,1908000,12.291757440567016,12.580072346849853,12.00344253428418,0,0
2015-06-01,12.424674034118652,12.463882552825782,12.337293950694988,12.432515737860076,6289600,12.300943517684937,12.59386856737724,12.008018467992633,0,0
2015-06-02,12.395550727844238,12.454923765927148,12.312652572106696,12.40787353061788,1840800,12.308225297927857,12.602949428044353,12.013501167811361,0,0
2015-06-03,12.441478729248049,12.49525102968508,12.411232397845898,12.459403114287632,1481600,12.32738151550293,12.60389312507306,12.0508699059328,0,0
2015-06-04,12.32497215270996,12.43251674801852,12.292485702199922,12.4045105388548,1685600,12.344129133224488,12.573422209408236,12.11483605704074,0,0
2015-06-05,12.320489883422852,12.341774017700391,12.240951510369952,12.308167085044602,1622400,12.356339597702027,12.55061293049469,12.162066264909363,0,0
2015-06-08,12.16589641571045,12.333933661382366,12.140131183329132,12.333933661382366,1660000,12.35230655670166,12.558511197455386,12.146101915947932,0,0
2015-06-09,12.14461612701416,12.180464049928307,12.042673088759674,12.156938075960428,2004000,12.349618291854858,12.564978270530265,12.134258313179451,0,0
2015-06-10,12.32833194732666,12.35857827307025,12.183819825037151,12.191661528354494,2019200,12.359308385849,12.551252027486926,12.167364744211072,0,0
2015-06-11,12.330574989318848,12.398910214996366,12.317131699868892,12.355220592636217,1453600,12.366198015213012,12.54303532618714,12.189360704238885,0,0
2015-06-12,12.242074012756348,12.289124239027256,12.224150483326245,12.258877909190725,1480800,12.358972406387329,12.54352812948973,12.174416683284928,0,0
2015-06-15,12.174860954284668,12.186063268552669,12.063956590072417,12.152456325748666,2032800,12.350122356414795,12.551410247365721,12.14883446546387,0,0
2015-06-16,12.251039505004885,12.273444136498307,12.16029963637004,12.192786095630932,2648800,12.341888856887817,12.545232902068616,12.138544811707018,0,0
2015-06-17,12.268960952758787,12.309289966333976,12.206227311500392,12.265600344074484,3784800,12.335335445404052,12.539209544424487,12.131461346383617,0,0
2015-06-18,12.372024536132812,12.392189043040784,12.26560041729783,12.26560041729783,2449600,12.334103012084961,12.53677349950254,12.131432524667382,0,0
2015-06-19,12.282401084899902,12.38546371324051,12.280160964580125,12.3753818897792,1612800,12.326261234283447,12.524133300088156,12.128389168478737,0,0
2015-06-22,12.364180564880373,12.401148108534946,12.338414478399562,12.373141901555703,1528000,12.322284364700318,12.513643846474523,12.130924882926113,0,0
2015-06-23,12.370903968811035,12.400030668531256,12.329454467466173,12.400030668531256,1610400,12.327269411087036,12.518240511966537,12.136298310207534,0,0
2015-06-24,12.302569389343262,12.400031319670047,12.299208780484028,12.342898405017667,1746400,12.318363571166993,12.49603569102619,12.140691451307795,0,0
2015-06-25,12.272323608398438,12.360822494622145,12.253278732867535,12.349620179692216,2116800,12.308281421661377,12.47181202562065,12.144750817702104,0,0
2015-06-26,12.153573989868164,12.261117727844772,12.109884373023968,12.23311151937123,1914400,12.296574878692628,12.468967881911468,12.124181875473788,0,0
2015-06-29,11.876870155334473,12.078515158181505,11.866788332532863,12.038186157612095,2638400,12.269184684753418,12.511397378269589,12.026971991237247,1,1
2015-06-30,11.900400161743164,11.970975509380896,11.857830171853486,11.970975509380896,2086400,12.244427156448364,12.527662001731128,11.961192311165599,1,0
2015-07-01,11.964253425598145,12.072916804025184,11.914962221792514,12.019145358675145,2590400,12.220565891265869,12.513615609063132,11.927516173468605,1,0
2015-07-02,11.974336624145508,12.011305031238754,11.92280529365878,11.988899547538994,1870400,12.203034114837646,12.510596013117844,11.895472216557447,1,0
2015-07-06,11.925042152404783,11.97881444389214,11.84662511761237,11.885833635008575,4091200,12.183261728286743,12.508419023937192,11.858104432636294,1,0
2015-07-07,11.927287101745604,11.939609904844955,11.69875628246928,11.929527222908275,2589600,12.1713312625885,12.515136751110727,11.827525774066274,1,0
2015-07-08,11.725642204284668,11.851110358521565,11.71668001012163,11.82310414277348,2355200,12.150382566452027,12.545391212057837,11.755373920846218,1,0
2015-07-09,11.699873924255373,11.899277991818332,11.693151853038856,11.842145087227056,2257600,12.118959665298462,12.550631584866728,11.687287745730195,1,0
2015-07-10,11.873510360717772,11.911599243721945,11.808536615068496,11.816378318233832,2271200,12.096106433868409,12.528939460044032,11.663273407692785,1,0
2015-07-13,12.04827117919922,12.0639545875074,11.967613162367634,11.968732795331324,2215200,12.086416292190552,12.514394292403148,11.658438291977957,1,0
2015-07-14,12.106524467468262,12.139011773745068,12.056113631162496,12.056113631162496,1871200,12.082999467849731,12.50918586604151,11.656813069657954,0,-1
2015-07-15,12.109886169433594,12.153575792758812,12.076279227089,12.121088483548458,1643200,12.075941801071167,12.495385112484334,11.656498489658,0,0
2015-07-16,12.248796463012695,12.249916950802945,12.174860507809829,12.182702212978038,1649600,12.074933576583863,12.492609400243932,11.657257752923794,0,0
2015-07-17,12.417953491210938,12.423555075150446,12.32497266777806,12.34737814885438,1808800,12.07723002433777,12.50186153953416,11.652598509141379,0,0
2015-07-20,12.472844123840332,12.516534593713926,12.42243329236702,12.468363882773852,3020000,12.08675217628479,12.537121256610892,11.636383095958688,0,0
2015-07-21,12.413472175598145,12.486288492116223,12.402269862598832,12.462763378413158,2304000,12.08921675682068,12.546123641552594,11.632309872088765,0,0
2015-07-22,12.238717079162598,12.290248416934082,12.130052818232365,12.290248416934082,2449600,12.082607412338257,12.526667880938831,11.638546943737683,0,0
2015-07-23,12.217429161071776,12.33505558864315,12.187182829380648,12.272321949768674,1948800,12.078350400924682,12.515472738159676,11.641228063689688,0,0
2015-07-24,12.133410453796388,12.28688479616368,12.117727044174236,12.28688479616368,1952800,12.07140474319458,12.500315188282462,11.6424942981067,0,0
2015-07-27,12.010184288024902,12.09308243924692,11.991140268296377,12.071798298536953,2407200,12.064235258102418,12.492204644444472,11.636265871760363,0,0
2015-07-28,12.131168365478516,12.154693476096266,11.978814535560293,12.076276440703763,1585600,12.076950168609619,12.496933491700815,11.656966845518422,0,0
2015-07-29,12.195022583007812,12.21070599021705,12.067314350200254,12.130047979037204,1739200,12.091681289672852,12.506497159652605,11.6768654196931,0,0
2015-07-30,12.22415256500244,12.243196585352996,12.088602592130302,12.164778673532524,1436000,12.104676246643066,12.518993620173779,11.690358873112354,0,0
2015-07-31,12.17037582397461,12.253273947700777,12.151331810562649,12.253273947700777,3980000,12.114478206634521,12.52525816693497,11.703698246334072,0,0
2015-08-03,12.097564697265623,12.179343223188608,12.015787026024515,12.161418834889153,2959200,12.123104333877563,12.524754113077046,11.72145455467808,0,0
2015-08-04,12.02250862121582,12.08860373678988,11.979939479692831,12.080761175651586,2422400,12.127865409851074,12.522310457423623,11.733420362278524,0,0
2015-08-05,12.140131950378418,12.235352891339184,12.06843612273631,12.091961236054969,2360800,12.148589897155762,12.49721902709533,11.799960767216195,0,0
2015-08-06,12.013542175292969,12.198383310273456,11.977694264938334,12.159174791867072,2198400,12.164273309707642,12.453991733516357,11.874554885898927,0,0
2015-08-07,12.023627281188965,12.037069716109407,11.940728277331289,12.007943870660595,1399200,12.171779155731201,12.437784901463594,11.905773409998808,0,0
2015-08-10,12.20734691619873,12.2308720299688,12.124448774149664,12.124448774149664,2100800,12.179732942581177,12.439940888126959,11.919524997035396,0,0
2015-08-11,12.007941246032717,12.177098116141282,11.96873187360019,12.1714973877092,1635200,12.1748037815094,12.443953497549746,11.905654065469054,0,0
2015-08-12,12.066195487976074,12.08860096892276,11.807418379484226,11.9396077256837,2879200,12.172619247436524,12.44453609851688,11.900702396356168,0,0
2015-08-13,12.035945892333984,12.116603892500386,12.015781392292382,12.091958297484933,1441600,12.161976718902588,12.437768393562076,11.886185044243101,0,0
2015-08-14,12.099803924560549,12.113246359160652,11.995620783000977,11.995620783000977,1348000,12.146069240570068,12.396503116119815,11.89563536502032,0,0
2015-08-17,12.17821979522705,12.17821979522705,12.009062053886367,12.062834351121344,1436800,12.131338024139405,12.333079090455739,11.92959695782307,0,0
2015-08-18,12.102046012878418,12.15245771486956,12.083001990977758,12.135653814205847,1953600,12.115766716003417,12.27062556719076,11.960907864816075,0,0
2015-08-19,12.002342224121094,12.108765488538015,11.945209311959976,12.050512943260513,2479200,12.103947973251342,12.255513793216345,11.95238215328634,0,0
2015-08-20,11.693151473999023,11.927283813659765,11.693151473999023,11.892556389779822,3376800,12.077734088897705,12.304446866684508,11.851021311110902,1,1
2015-08-21,11.25401496887207,11.655064088546071,11.252894481196536,11.49486853821158,5968000,12.033764314651489,12.456550295545197,11.61097833375778,1,0
2015-08-24,10.844002723693848,11.260734328699115,8.638233783893483,11.141988295123546,10098400,11.975455236434936,12.644890458366733,11.306020014503138,1,0
2015-08-25,10.727499961853027,11.336914569585758,10.72637947403309,10.964992098772614,16720800,11.905271816253663,12.76263394758999,11.047909684917336,1,0
2015-08-26,11.262975692749023,11.28538031524916,10.833920419887065,10.833920419887065,5229600,11.858669471740722,12.748669736280041,10.968669207201403,1,0
2015-08-27,11.534076690673828,11.534076690673828,11.28314130433543,11.377241753706713,4766400,11.824165678024292,12.70830081484947,10.940030541199114,1,0
2015-08-28,11.558724403381348,11.57328732663208,11.467984545661777,11.485908077764078,2215200,11.793583106994628,12.669981011254313,10.917185202734943,1,0
2015-08-31,11.46462345123291,11.592332574476751,11.433256628032671,11.515035149674862,2461600,11.761936044692993,12.637852176500436,10.88601991288555,1,0
2015-09-01,11.0994234085083,11.35035885728359,11.035569272066494,11.35035885728359,4325600,11.715781784057617,12.62842256331036,10.803141004804873,1,0
2015-09-02,11.35932159423828,11.35932159423828,11.143113568463503,11.210328317191632,3312000,11.67674126625061,12.580187282615956,10.773295249885265,1,0
2015-09-03,11.370519638061523,11.509430180535867,11.333551241011245,11.405247060009716,2159200,11.644590139389038,12.543560267535875,10.7456200112422,1,0
2015-09-04,11.20584487915039,11.283142294115809,11.15319306632941,11.258496691971372,2839200,11.60370101928711,12.504381462304005,10.703020576270214,1,0
2015-09-08,11.518392562866213,11.530715362087616,11.39068432973674,11.445576255107438,2206400,11.569253301620483,12.426607669544909,10.711898933696057,1,0
2015-09-09,11.37948513031006,11.65282519903245,11.352598549374614,11.604654476542065,2152800,11.537830495834351,12.374382891419456,10.701278100249246,1,0
2015-09-10,11.491509437561035,11.56656588271751,11.346997276997229,11.366041296571536,2319200,11.5090961933136,12.309791194607783,10.708401192019416,1,0
2015-09-11,11.547517776489258,11.547517776489258,11.408606394835184,11.42877089509584,1701600,11.484674787521362,12.248551732711613,10.72079784233111,0,-1
2015-09-14,11.513912200927734,11.60465204217487,11.485905992673024,11.594570217450366,2047200,11.455380201339722,12.16571075150394,10.745049651175503,0,0
2015-09-15,11.660663604736328,11.695391881612426,11.52287354883568,11.55311987547581,3069600,11.429502391815186,12.066542175374448,10.792462608255924,0,0
2015-09-16,11.724519729614258,11.739082650588497,11.640501102731733,11.670747432349506,1882400,11.410626077651978,11.98624616622214,10.835005989081816,0,0
2015-09-17,11.660663604736328,11.841023641062852,11.642740077200369,11.7043540727212,2686400,11.393542146682739,11.91570035735046,10.871383936015018,0,0
2015-09-18,11.515032768249512,11.633778818573049,11.488147047449807,11.527355568341386,1728000,11.384636211395264,11.891914023503276,10.877358399287253,0,0
2015-09-21,11.610255241394045,11.67074876220436,11.520635020634662,11.577767932735812,1271200,11.402448225021363,11.91511782123249,10.889778628810236,0,0
2015-09-22,11.42877197265625,11.471341952043275,11.348114818690355,11.438854651077964,2234400,11.431686687469483,11.875732717157035,10.987640657781931,0,0
2015-09-23,11.44517421722412,11.48815835197721,11.382959543094978,11.458748563310644,1669600,11.467570400238037,11.772343934026559,11.162796866449515,0,0
2015-09-24,11.43386459350586,11.46327438705915,11.240434660455811,11.33092772702713,2728000,11.476114845275879,11.766718173111116,11.185511517440641,0,0
2015-09-25,11.406716346740724,11.562818338281996,11.347895894299995,11.537932463513728,2652800,11.469746828079224,11.760572210039339,11.178921446119109,0,0
2015-09-28,11.137497901916504,11.37730621353204,11.1295797477271,11.34563359677442,2740800,11.448685503005981,11.770087981438882,11.12728302457308,0,0
2015-09-29,11.079811096191406,11.234781714938984,11.00062953216816,11.17935462012271,3439200,11.429444885253906,11.788584982734974,11.070304787772837,0,0
2015-09-30,11.311697006225586,11.323008530629014,11.180480906706654,11.216679165620008,3087200,11.44005856513977,11.770998267194836,11.109118863084705,0,0
2015-10-01,11.317352294921877,11.347893494670243,11.16011978814984,11.347893494670243,2484000,11.43796010017395,11.7714434524294,11.104476747918499,0,0
2015-10-02,11.489293098449709,11.491555058613784,11.145417331559958,11.179352775120371,3675200,11.443898773193359,11.776596003477914,11.111201542908804,0,0
2015-10-05,11.71778964996338,11.751725095268142,11.55037697276258,11.55037697276258,3116000,11.469496011734009,11.803765190296962,11.135226833171055,0,0
2015-10-06,11.744937896728516,11.7641675789168,11.67706787176068,11.700822337348711,1928800,11.480823278427124,11.83567272215438,11.125973834699868,0,0
2015-10-07,11.808279991149902,11.842215426096432,11.65557225991844,11.817329555537505,2663200,11.502263021469116,11.88103890913278,11.123487133805451,0,0
2015-10-08,11.865973472595217,11.891989899307235,11.713265695198158,11.787922466430716,1941600,11.520986223220826,11.931477234667303,11.110495211774348,0,0
2015-10-09,11.92818546295166,11.93384165728397,11.8591840345651,11.882939360349532,1888800,11.540019607543945,11.987317328426682,11.092721886661208,0,0
2015-10-12,11.93836498260498,11.957594660164563,11.880675086912248,11.957594660164563,1952000,11.561242246627808,12.040693117623588,11.081791375632028,0,0
2015-10-13,11.882938385009766,11.979087639668586,11.867102077796032,11.876150779765297,2026400,11.57235598564148,12.070452197953419,11.07425977332954,0,0
2015-10-14,11.875022888183594,11.939499542840208,11.81733297727582,11.86031712604216,1707200,11.579881143569946,12.091314437846952,11.068447849292939,0,0
2015-10-15,12.01528549194336,12.0243350572696,11.904430474232017,11.90556188565131,5068000,11.597612237930297,12.142512848845941,11.052711627014654,0,0
2015-10-16,12.048090934753418,12.048090934753418,11.974564718112273,12.032254625078606,1980800,11.624265146255492,12.201584384790996,11.046945907719989,0,0
2015-10-19,12.08768081665039,12.089942776573755,11.990400142678102,12.02320417115844,1884000,11.648136425018311,12.259634350289353,11.03663849974727,0,0
2015-10-20,12.044699668884276,12.07863425425702,12.001714652525449,12.046961629370072,1800800,11.678932809829712,12.305003390536118,11.052862229123306,0,0
2015-10-21,11.93044662475586,12.08315435731102,11.923659882913308,12.063924680081149,1155200,11.7031964302063,12.328762336268394,11.077630524144205,0,0
2015-10-22,12.2030611038208,12.227946980790644,12.026598867873464,12.026598867873464,2230400,11.741656255722045,12.390409738060244,11.092902773383846,0,0
2015-10-23,12.53449535369873,12.579742329405509,12.440608893148951,12.51639708122459,2675200,11.798045206069947,12.51319836763116,11.082892044508734,0,0
2015-10-26,12.477931022644045,12.52091601784798,12.431553519888174,12.52091601784798,2831200,11.865066862106323,12.571226073255202,11.158907650957444,0,0
2015-10-27,12.399883270263672,12.480196219988803,12.382915551191818,12.448523604662164,2236000,11.931070470809937,12.575364907033892,11.286776034585982,0,0
2015-10-28,12.617072105407717,12.617072105407717,12.433822228262173,12.447396580907364,2062400,11.996339225769045,12.640909027932793,11.351769423605298,0,0
2015-10-29,12.558245658874512,12.57408282868421,12.497163254384796,12.528835867976202,1963200,12.058383893966676,12.667494051421961,11.44927373651139,0,0
2015-10-30,12.494901657104492,12.59670711292838,12.494901657104492,12.58087080457956,2960800,12.108664321899415,12.686798720617691,11.530529923181138,0,0
2015-11-02,12.614805221557615,12.628379569833733,12.486983344926948,12.552591400407072,3410400,12.153515100479126,12.742473616720853,11.5645565842374,0,0
2015-11-03,12.697385787963867,12.749419514802703,12.55825147042733,12.583137353483815,2744800,12.201137495040893,12.804107280896334,11.598167709185452,0,0
2015-11-04,12.721135139465332,12.750545795151476,12.690593935378448,12.73584003580138,2237600,12.246780252456665,12.86196447186187,11.631596033051459,0,0
2015-11-05,12.682677268981934,12.792400024691752,12.656659981474686,12.78221990980684,2259200,12.287615442276001,12.904689225530728,11.670541659021275,0,0
